Confirmed, Key, Source, KOR
,"102200026","へぇ……「ユニオン」は地上の都市からの依頼で、再利用できる廃棄部品を回収してるんだ、","에..유니온은 지상의 도시의 의뢰로, 재사용할 수 있는 폐기부품을 회수하고 있어."
,"102200027","メルは一気に回収可能部品を分別するために……ここで無差別に砲弾を撃ってたって？","멜은 단번에 회수가능 부품을 분별하기 위해서…… 여기서 무차별적으로 포탄을 쏘았다고?"
,"102200028","……その砲撃で壊れなかった部品を回収しようってこと？","……그 포격으로 부서지지 않았던 부품을 회수하자는 것?"
,"102200029","ヘヘ、効率重視でしょ？いちいち手作業するなんてめんどくさいもん！","헤헤 효율 중요하지?일일이 수작업을 하다니 귀찮은걸!"
,"102200030","確かに効率はいいかもだけど……大雑把だなぁ……","효율은 괜찮을지도 모르지만……대략이군……"
,"102200031","ん？ちょっと待ってよ？","어? 잠깐만요?"
,"102200032","それじゃあ、ボクを助けてくれたのってメル？","그럼 나 도와줬냐고 멜?"
,"102200033","へ？","에?"
,"102200034","……フェーディは坑道での出来事をメルに話した。","……페디는 갱도에서 일어난 일을 멜에게 말했다."
,"102200035","え！？傀儡師に遭遇したの？","뭐? 괴뢰사를 만났어?"
,"102200036","うん……メルの砲弾のおかげで、なんとか逃げられたんだ。","응…멜의 포탄 덕분에 어떻게든 도망칠 수 있었어."
,"102200037","でも廃墟エリアに傀儡師はいないはずだよ。ここの浸蝕度は低いって聞いたもん。","근데 폐허 지역에 괴뢰사는 없을 거야이곳의 침식도는 낮다고 들었어."
,"102200038","あっ――","앗--"
,"102200039","ごめん、さっきのは忘れて。機密任務に関することは話しちゃいけないんだった。","미안, 아까 건 잊어버려.기밀임무에 관한 건 얘기하면 안 돼."
,"102200040","分かった！","알겠어!"
,"102200041","1、2の……メルはきれいさっぱり忘れたよ！","1,2의.....멜은 깨끗이 잊었어!"
,"102200042","<color=#969696>す、素直だなぁ……旧時代にあったモンスターを集めるゲームの効果音が聞こえてきそうだよ……</color>","<color=#969696>솔직하네.... 구시대에 있던 몬스터를 모으는 게임의 효과음이 들릴 것 같아....</color>"
,"102200043","ところでさ、AGは通常小隊で行動するはずだよね？メルはなんで単独行動してたの？","그나저나 AG는 통상 소대로 행동하지?멜은 왜 단독 행동했어?"
,"102200044","うぅ……本当なら任務は終わってたはずなの。でも帰艦途中で、メルがうっかり部品をいくつか落としちゃって。","으으.... 정말이라면 임무는 끝났을거야. 하지만 귀함 도중에 멜이 무심코 부품을 몇개 떨어뜨려버렸어."
,"102200045","だからみんなに置いて行かれて……ここで部品を探してるの？","“그러니까 모두에게 두고 가시고……여기서 부품을 찾는거야?”"
,"102200046","うん。レラってひどいんだよ。「メルは少し頭を鍛えた方がいい」って。","응, 렐라가 너무 심하단 말이야.「멜은 조금 머리를 단련하는 것이 좋다」라고."
,"102200047","まったくもう、メルの頭のどこが悪いのよー！","정말이지, 멜의 머리 어디가 나쁜거야!"
,"102200048","あははは！","아하하하!"
,"102200049","その……レラって人は、メルの仲間なんだね。","그……렐라는 사람은 멜의 동료구나."
,"102200050","うん！レラは口は悪いけど、素直じゃないだけで本当はすっごくいい子なんだよ！","응! 레라는 말은 나쁘지만, 솔직하지 않은것만으로 사실은 굉장히 착한아이야!"
,"102200051","じゃあ……きっとメルのこと、すごく大事なんだね。","그럼...분명 멜, 굉장히 중요하겠네."
,"102200052","心配？","걱정?"
,"102200053","だってそうでしょ。大事に思ってない人のことを気にかけて、頭を鍛えろなんていわないもん。メルを1人でここに残しちゃったから、今もすごく心配してるんじゃない？","왜냐면 그렇잖아소중하게 생각하지 않는 사람을 생각해서, 머리를 단련하라고는 말하지 않는걸.멜을 혼자 여기에 남겨버려서 지금도 걱정이 태산같지 않아?"
,"102200054","あー、シグナルを切る前は、レラは数分ごとに通信を入れてきてたっけ……","아, 시그널을 끄기 전에, 렐라는 몇 분마다 통신을 넣어 왔었지……."
,"102200055","シグナルを切る前？じゃあ今はシグナルを切ってるってこと！？","시그널 끄기 전?그럼 지금은 시그널을 끄고 있다는 거야!?"
,"102200056","そうだよ、じゃないとお昼寝……じゃなくて、休憩できないでしょ！","그렇지, 그렇지 않으면 낮잠…이 아니라, 휴식할 수 없잖아!"
,"102200057","最近はどこにいても……レラがいっつも早く訓練しろだの、任務をやれだの、シャワーを浴びてる時もずっとメルのそばにいるんだよ……","최근에는 어디에 있어도……렐라가 항상 빨리 훈련하라구, 임무를 하라구, 샤워를 할 때도 계속 멜 옆에 있다구……."
,"102200058","だからメルは抗議しなきゃ！","그러니까 멜은 항의해야지!"
,"102200059","あはははは！そこで寝てたのが抗議だったの？","아하하하! 거기서 자고있던게 항의였어?"
,"102200060","あれは……ただの休憩だよ！","저것은……그냥 휴식이야!"
,"102200061","はいはい。","예예."
,"102200062","でも、ここで休憩するのは危険すぎるよ。もうやらない方がいいと思うな。","하지만 여기서 쉬는 건 너무 위험해.그만 하는 게 나을 것 같은데"
,"102200063","あ、もうそろそろ時間だ。今日はメルに会えてよかったよ！","아, 이제 시간 다 왔다오늘은 멜 만나서 다행이야!"
,"102200064","もう行くの？","이제 가는 거야?"
,"102200065","うん、まだ任務が残ってるからね。","응, 아직 임무가 남아 있으니까."
,"102200066","じゃあ、フェーディも気を付けてね！","그럼 페이디도 조심해!"
,"102200067","うん、でもボクの安否はどうでもいいんだ、だって……","응, 하지만 내 안부는 아무래도 좋아, 왜냐면..."
,"102200068","いつでも死ぬ準備はできてるから。","언제라도 죽을 준비는 되어 있으니까."
,"102200069","……「ユニオン」本艦。","……「유니온」본함."
,"102200070","メル！","멜!"
,"102200071","やっと帰ってきたのね！今が何時だか分かってるの！？","드디어 돌아왔구나!지금이 몇 시인지 알아!?"
,"102200072","ご飯の時間には間に合ったよ？","밥 시간에는 맞췄는데?"
,"102200073","だから今は5時だと思う！","그러니까 지금 5시 같아!"
,"102200074","そういうことじゃないわ！","그게 아니야!"
,"102200075","勝手にシグナルを切るなんて！みんな心配してるわよ！","맘대로 시그널을 끄다니! 다들 걱정하고 있어!"
,"102200076","うぅ……メルが悪かったよ、次はもうしないって約束する。","으으...멜이 나빴어. 다음엔 더 이상 안한다고 약속할게."
,"102200077","あら？次？前も同じことを言ってたわよね？","어? 다음? 전에도 똑같은 말 했었지?"
,"102200078","……へ？そうだっけ？","……에? 그랬나?"
,"102200079","「次はもうない、メルは頭のこの耳にかけて誓う」ってね。","다음엔 더 이상 없어, 멜은 머리의 이 귀에 걸고 맹세해. 라고 말야."
,"102200080","耳！？メルはそんなこと絶対言ってないよ！？","귀!? 멜은 그런말 절대 하지않았어!?"
,"102200081","言い訳はやめなさい、その耳を引っこ抜いてやるわ！","변명은 그만둬라, 그 귀를 뽑아주마!"
,"102200082","え！？やだぁ――","에!?싫어--"
,"102200083","メルの耳は引っこ抜いたら爆発しちゃうんだよ！","멜의 귀는 잡아당기면 폭발한다구!"
,"102200084","嘘ばっかり！こらっ、逃げないで――！","거짓말만해! 이놈아, 도망가지마--!"
,"102200085","そんな言い争いをしながら、2人はブリッジの周りを走り回った。","그런 말다툼을 벌이며 둘은 브리지 주위를 뛰어다녔다."
,"102200086","……なにかをひっくり返したような音も聞こえる。","……무엇을 뒤집은 것 같은 소리도 들린다."
,"102200087","指揮官、お疲れ様です。","지휘관님, 수고하세요."
,"102200088","ん？突然どうしたの？","어? 갑자기 왜 그래?"
,"102200089","私、見ちゃいました。","저 봤어요."
,"102200090","メルさんのシグナルが消えた後、すぐにあの子の近くに機動小隊を出動させましたね？","멜씨의 신호가 사라진 후 즉시 그 아이 근처에 기동소대를 출동시켰지요?"
,"102200091","うふふ……","으흐흐......"
,"102200092","では、次の依頼に取り掛かりましょう。","그럼, 다음의 의뢰에 착수합시다."
,"102200093","次の依頼ってまさかまた……","다음 의뢰는 설마 또……"
,"102200094","はい、地上都市からの資源回収依頼です。","네, 지상 도시에서 자원 회수를 의뢰하는 것입니다."
,"102200095","レラさん、ニオさんたちを呼んできてくれますか？","래라 씨, 니오 씨들을 불러와 주실래요?"
,"102200096","分かったわ。","알았어."
,"102200097","メル、今日のところは見逃してあげる。","멜, 오늘만큼은 눈감아 줄게."
,"102200098","はあ……メルはもう走れないよ。レラと遊ぶと疲れちゃうんだねー。","하아.....멜은 이제 달릴 수 없어.렐라랑 놀면 피곤해지는구나."
,"102200099","遊びじゃないわよ、バカ！","장난 아니야, 바보야!"
,"102200100","……任務について了解しました。","……임무에 대해 양해했습니다."
,"102200101","ではみんな、準備しましょう。","그럼 다들 준비합시다."
,"102200102","あんたたちはそれでいいのかよ。ハーピストを倒してから、ずっとこんな依頼ばっかじゃないか。","너네 그러면 되냐?하피스트 쓰러뜨리고 나서 계속 이런 의뢰만 했잖아."
,"102200103","こうなっている一番の原因は、首脳が我々の作戦参加を許可していないからだ。","이렇게 된 가장 큰 원인은 정상들이 우리의 작전 참여를 불허하기 때문이다."
,"102200104","「ユニオン」に対して、フロンティアは未だ懸念を抱いているってことだろうね。","「유니온」에 대해서, 프런티어는 아직도 염려를 품고 있는 것이겠지."
,"102200105","ですが、ハーピスト戦のおかげで私たちの認知度が上がり、民間からの依頼はたくさん増えたんですよ。","하지만, 하피스트전 덕분에 우리의 인지도가 올라 민간에서 의뢰는 많이 늘었어요."
,"102200106","参戦していない間は、民間の依頼を受けるのもいいんじゃないですか？それに……報酬もなかなか美味しいですし。","참전하지 않은 동안은 민간의 의뢰를 받는 것도 괜찮지 않을까요?게다가 보수도 꽤 맛있고요."
,"102200107","こうなっている一番の原因は、首脳が我々の作戦参加を許可していないからだ。","이렇게 된 가장 큰 원인은 정상들이 우리의 작전 참여를 불허하기 때문이다."
,"102200108","「ユニオン」に対して、フロンティアは未だ懸念を抱いているってことだろうね。","「유니온」에 대해서, 프런티어는 아직도 염려를 품고 있는 것이겠지."
,"102200109","ですが、ハーピスト戦のおかげで私たちの認知度が上がり、民間からの依頼はたくさん増えたんですよ。","하지만, 하피스트전 덕분에 우리의 인지도가 올라 민간에서 의뢰는 많이 늘었어요."
,"102200110","参戦していない間は、民間の依頼を受けるのもいいんじゃないですか？それに……報酬もなかなか美味しいですし。","참전하지 않은 동안은 민간의 의뢰를 받는 것도 괜찮지 않을까요?게다가 보수도 꽤 맛있고요."
,"102200111","はあ……「ユニオン」はお金を稼ぐために設立されたわけじゃない。","하아……유니온은 돈을 벌기 위해 설립된 것이 아니다."
,"102200112","旧時代の請負業者じゃないんだ。私たちにはやるべきことがある。","구시대 청부업자가 아니구나.우리는 할 일이 있다."
,"102200113","ゼロヨン、こういう時は物事を反対から見るんです。","제로영 이럴 때는 사물을 반대로 보는 거예요"
,"102200114","地上の勢力はフロンティアを結成しましたが、傀儡を相手にするので精一杯で、それ以外のことには手が回っていません。","지상의 세력은 프런티어를 결성했지만 괴뢰들을 상대하느라 정신이 없어서 그 외의 일에는 손길이 미치지 못하고 있습니다."
,"102200115","私たちのやっていることは、地上の人々の生活の助けになります。","우리가 하고 있는 일은 지상 사람들의 생활에 도움이 됩니다."
,"102200116","同意よ。","동의해."
,"102200117","この前回収した部品だけで、依頼元の都市に丸一か月電力を提供することができたわ。","일전에 회수한 부품만으로, 의뢰원의 도시에 만 한 달 전력을 제공할 수 있었어요."
,"102200118","……分かったよ。","……알았어."
,"102200119","あんたたちの言うことも納得はできる。すぐに準備するよ。","당신들 말도 납득은 가.금방 준비할게."
,"102200120","あのぉ、メルは……シャワー浴びてきてもいいかな？","아아..멜은...샤워하고 와도 될까?"
,"102200121","いいわよ。","됐어."
,"102200122","やったぁ！","해냈어!"
,"102200123","ただし……外で浴びてもらうわ。","다만……밖에서 맞으라고 해."
,"102200124","……どういうこと？レラ、顔が怖いよ？","……무슨 일?래라야 얼굴이 무서운데?"
,"102200125","カペラ、次の依頼場所は？","카펠라 다음 의뢰 장소는?"
,"102200126","フェルカナ市ですね。一年中雨が降っているため、雨の街とも呼ばれています。","페르카나시네요.일년 내내 비가 내리고 있기 때문에 비 내리는 거리라고도 불립니다."
,"102200127","つ、つまり……","하나, 즉……"
,"102200128","このまますぐに出動するわよ。この任務はあんたも強制参加なんだから。","이대로 바로 출동할 거야.이 임무는 너도 강제 참여니까."
,"102200129","今回はちゃーんと見張っててあ・げ・る！","이번에는 짠 하고 감시하고 있어."
,"102200130","えええぇ――！？","네에에--!?"
,"102300000","……物資回収任務完了後","……물자 회수 임무 완료 후"
,"102300001","回収任務完了。帰艦準備はできていますか？","회수임무 완료. 귀함준비 되셨나요?"
,"102300002","いつでも出発可能だ。","언제든지 출발 가능하다."
,"102300003","こっちも問題ないわ……でも、バカメルはそうじゃないみたい。","이쪽도 문제없어……하지만, 바보멜은 그렇지 않은 것 같아."
,"102300004","映像を送るわね。","영상 보낼게."
,"102300005","<color=#9dd0ff>……</color>","<color=#9dd0ff>……</color>"
,"102300006","<color=#9dd0ff>メルさんが……レラさんに寄りかかって寝ているんですか……？</color>","<color=#9dd0ff>멜씨가 ...렐라씨에게 기대어 자고 있나요 ...?</color>"
,"102300007","本当、バカなんだから……もうぐっすりよ。ほっぺを叩いても起きないんだもの。","정말, 바보니까……이젠 푹 자.뺨을 때려도 일어나지 않는걸."
,"102300008","……レラ。最近メルに厳しくしすぎじゃないですか？","....레라. 최근 멜에게 너무 엄격한 거 아니에요?"
,"102300009","……そうかもね。訓練をサボらないようにいつも見張ってたけど、今はちょっと反省してる。","……그럴지도 모르겠네.훈련을 빼먹지 않으려고 항상 감시했는데, 지금은 조금 반성하고 있어."
,"102300010","珍しく素直じゃないか。","드물게 솔직하잖아."
,"102300011","ゼロヨン、知らなかったのですか？メルだけがレラを素直にできるんですよ。","제로욘 몰랐어요?멜만이 렐라를 솔직하게 해줄 수 있어요."
,"102300012","ニオ、余計な話はやめて。","니오야, 쓸데없는 얘기 그만해"
,"102300013","いいじゃないですか、ゼロヨンに教えるくらい。こんな風にお喋りするのも久しぶりですし。","괜찮잖아요, 제로영이한테 알려줄 정도이렇게 수다 떠는 것도 오랜만이구요."
,"102300014","レラは肩をすくめ、ため息を吐いた。","렐라는 어깨를 으쓱하며 한숨을 내쉬었다."
,"102300015","……仕方ないわね。","……어쩔 수 없지."
,"102300016","ずいぶん意味深だな。機密情報なら言わなくてもいいが。","꽤 의미심장하군.기밀정보라면 말하지 않아도 되겠지만."
,"102300017","フフ、機密情報なんかじゃありませんよ。","흐흐, 기밀정보 따위가 아니에요."
,"102300018","ゼロヨン、私たちがAGになったばかりのころを覚えていますか？","제로영, 우리가 막 AG가 됐을 때 기억나요?"
,"102300019","AG実験の一環として、1人ずつ管理ルームに隔離、強制観察されてた時のことか？","AG 실험의 일환으로서 1명씩 관리 룸에 격리, 강제 관찰되었을 때의 일인가?"
,"102300020","ええ。","네."
,"102300021","あまりいい思い出じゃない。目の前にあるのは大量の測定器だけ、食事は2日に1回。","별로 좋은 추억이 아니야.눈앞에 있는 것은 대량의 측정기뿐, 식사는 2일에 1회."
,"102300022","当時、AGはまだ実験段階。すべての人が私たちを恐れ、避けていましたからね。","당시 , AG는 아직 실험 단계.모든 사람이 우리를 두려워하고 피했으니까요."
,"102300023","でもある日……私たちは突然オートルナに移され、待遇も改善されました。","그러나 어느날……우리들은 갑자기 오토루나로 옮겨졌고, 대우도 개선되었습니다."
,"102300024","あれは確かに不思議だったな。なにがあいつらを突然改心させたんだ？","그건 확실히 신기했어 뭐가 걔네들을 갑자기 개심시켰지?"
,"102300025","メルです……いや、正確にはメルのキャノンです。","멜입니다...아니,정확히는 멜의 캐논입니다."
,"102300026","……","……"
,"102300027","続けてくれ。","계속 해 줘."
,"102300028","単純な話ですよ。2日に1回しか与えられない食事に耐えられなかったメルが、毎日キャノンで実験室の壁を撃っていたんです。","단순한 얘기죠이틀에 한 번밖에 주지 않는 식사를 견디지 못한 멜이 매일 캐논에서 실험실 벽을 쏘더군요."
,"102300029","そんなことが……道理で毎日爆発音が聞こえていたわけだ。","이럴 수가 매일 폭발음이 들렸던 것이다."
,"102300030","だが、それなら食事の回数を増やせばいいだけだろう？なぜ場所まで移す必要があったんだ？","하지만, 그렇다면 식사 횟수를 늘리면 되는 것 뿐이겠지?왜 자리까지 옮길 필요가 있었지?"
,"102300031","メルの要求がどんどん増えていったんです。例えば大浴場とか、ベッドとか……","멜 요청이 점점 늘어났어요.예를 들면 대욕장이라던가, 침대라던가……"
,"102300032","なるほど、やつらは自分たちが「白い悪魔」を造り出したことに気付いたんだな。","과연 놈들은 자신들이 '하얀 악마'를 만들어 냈다는 것을 깨달은 거로군."
,"102300033","それで他のAGも同じような要求をし始めるのを恐れて、場所を移す意見が上がったんです。でも、最初は反対する人も多かったみたいで……","그래서 다른 AG도 같은 요구를 하기 시작하는 것이 두려워, 장소를 옮기는 의견이 올랐습니다.하지만, 처음에는 반대하는 사람도 많았던 것 같아서……."
,"102300034","この時、メルのある行動が研究員に最終的な決断を下させたとか。","이때 멜의 한 행동이 연구원에게 최종적인 결정을 내리게 했다던가."
,"102300035","まさか、キャノンで脅迫したのか？","설마 캐논에서 협박했나?"
,"102300036","いえ、メルは実験室で叫んだんです。「自分はAGになっても人間だ。毎日ご飯を食べたいし、柔らかいベッドで寝たいし、お風呂にも入りたい！」って。","아니요, 멜이 실험실에서 소리를 질렀어요.나는 AG가 돼도 사람이다.매일 밥을 먹고 싶고, 부드러운 침대에서 자고 싶고, 목욕도 하고 싶다!」라고."
,"102300037","後半部分がなければいいセリフだな。","뒷부분 없으면 좋은 말이네"
,"102300038","だが……そうか。私たちはメルのおかげで、あのろくでもない場所から出られたんだな。","하지만……그렇군.우리는 멜 덕분에 저 변변치 않은 곳에서 나올 수 있었구나."
,"102300039","だが今の話はレラと関係ないだろう？","하지만 지금 한 이야기는 렐라와 상관없잖아?"
,"102300040","いえ、関係あるんですよ。だって、メルが撃っていた壁の向こうにあったのが……レラの管理ルームなんです。","아니요, 상관 있거든요.왜냐하면, 멜이 쏘고 있던 벽의 저편에 있던 것이……렐라의 관리룸이거든요."
,"102300041","今思い返しても腹が立つわ――！","지금 다시 생각해도 화가 나-!"
,"102300042","AGになったばかりのレラはとても繊細で、毎日の爆発は自分への罰だと思ってたんです。夜になると泣いていたんですよ。","AG가 된지 얼마 안된 렐라는 매우 섬세하고, 매일의 폭발은 자신에게 벌이라고 생각했습니다.밤만 되면 울고 있더라구요."
,"102300043","……","……"
,"102300044","その後、レラが真相を知った時……","그 후, 렐라가 진상을 알았을 때……"
,"102300045","レラの性格を考えれば、メルは八つ裂きだな。","레라의 성격을 생각하면, 멜은 갈기갈기 찢어졌네."
,"102300046","わたしってそんなに乱暴なの！？","나 그렇게 난폭해!?"
,"102300047","レラは確かにそうするつもりでした、でも……","레라는 분명히 그럴 생각이었습니다, 하지만……"
,"102300048","結局、謝罪をしたのはレラの方だったんです。","결국 사과를 한 쪽은 렐라 쪽이었어요."
,"102300049","なんでそうなる！？","왜 그렇게 돼!?"
,"102300050","レラが自分のことをメルに話した後、メルが泣き出したんです。しかもホールで……ずっと、ずーっと泣いてたんです。","레라가 자신에 대해 멜에게 말한 후, 멜이 울기 시작했어요.게다가 홀에서…… 계속, 계속, 계속 울고 있었습니다."
,"102300051","……情景が浮かんでくるな。それで途方に暮れたレラが、問題があるのは自分の方だって認めたんだろ。","……정경이 떠오르는군.그래서 어쩔 줄 모르던 렐라가 문제가 있는 건 자기 쪽이라고 인정한 거잖아."
,"102300052","フフフ……その通りです。","흐흐흐……그렇습니다."
,"102300053","はあ……また1人、秘密を知ってる奴が増えた。","하아……또 한 명, 비밀을 알고 있는 녀석이 늘었다."
,"102300054","あんたたちは別にいいけど、絶対に指揮官には教えないでよね。","너희들은 뭐 상관없지만 절대 지휘관한테는 말해주지 마."
,"102300055","えっと……実は、指揮官との通信はまだ繋がってて……","음...사실 지휘관과의 통신은 아직 연결되어 있어서..."
,"102300056","ニオ！？","니오!?"
,"102300057","フフ……では、次はゼロヨンの番ですよ。","흐흐……그럼, 다음은 제로영의 차례예요."
,"102300058","はあ？","네에?"
,"102300059","だってあなた、自分のこと話さないんですもの。私たちと別れた後に、一体なにがあったんです？","왜냐면 당신, 자신에 대해 이야기하지 않는걸요.우리와 헤어진 후에 대체 무슨 일이 있었죠?"
,"102300060","……","……"
,"102300061","特別なことはなにもなかった。オートルナの時と同じさ。","특별한 것은 아무것도 없었다.오뜨루나 때랑 똑같아."
,"102300062","なら、なぜオートルナに戻らず、地上に……フロンティアに残ったのです？","그렇다면 왜 오토루나로 돌아가지 않고, 지상에… 프런티어에 남은 겁니까?"
,"102300063","探しも……いや、それはどうでもいい、今の私はもう「ユニオン」の一員だ。","찾기도……아니, 그것은 아무래도 좋다, 지금의 나는 이미 「유니온」의 일원이다."
,"102300064","本当に知りたければ、適切なタイミングで教えてやる。","정 궁금하면 적절한 타이밍에 알려주마."
,"102300065","今がその時よ。わたしたち以外誰もいないわ。","지금이 그때야. 우리말고는 아무도 없어."
,"102300066","あんたはなぜ今になって現れたの？どうして、特殊タイプの接近戦型AGになってしまったの？昔はそうじゃなかったでしょ。","너는 왜 이제서야 나타났니?어째서, 특수 타입의 접근 전형 AG가 되어 버렸지?옛날에는 안 그랬잖아"
,"102300067","仲間や……指揮官には、あんたの過去を知る権利があるし、それが意味するものを理解したいと思ってるわ。","동료야…… 지휘관에게는 당신의 과거를 알 권리가 있고, 그것이 의미하는 바를 이해하고 싶어."
,"102300068","その前に、ニオ、答えてくれ……","그 전에 니오, 대답해 줘..."
,"102300069","なぜ「時」の能力を使わなくなった？","왜 '때'의 능력을 사용하지 않게 되었지?"
,"102300070","……","……"
,"102300071","最も破壊力のあった「弦月」装備もそうだ。なぜ使わない？","가장 파괴력이 있었던 '반달' 장비도 그렇다. 왜 안 써?"
,"102300072","ごめんなさい……それだけは、教えられません。","미안해요… 그것만은, 알려줄 수 없어요."
,"102300073","話を逸らさないでよ、ゼロヨン。わたしの恥ずかしい話を聞いたんだから、今度はあんたがフロンティアにいた数年間を共有する番よ。","말 돌리지 마 제로욘아내 부끄러운 얘기를 들었으니 이제 네가 프런티어에 있던 몇 년을 공유할 차례야."
,"102300074","……分かった。少しだけ話してやる。だが期待するなよ、特に面白いことは――","……알았다. 조금만 말해 줄게.하지만 기대하지마, 특히 재미있는것은--"
,"102300075","バンバンバン……！と、遠くから何発もの銃声が響いた。","탕탕탕……!하고 멀리서 몇 발의 총성이 울렸다."
,"102300076","昔話をする時間はないみたいだな。","옛날 얘기할 시간이 없나 보네"
,"102300077","周辺索敵、通信解析……確認しました。近くのフロンティアAGから送られた救援信号のようです。","주변 색적, 통신 해석……확인했습니다.근처의 프런티어 AG로부터 보낸 구원 신호같습니다."
,"102300078","はあ……後でちゃんと話してもらうわよ。","하아……이따가 확실히 이야기해 달라고 할게."
,"102300079","メル、起きなさい。","멜 일어나"
,"102300080","へぇ……ご飯の時間？","네... 밥 시간?"
,"102300081","あんたのキャノンが盗まれちゃったわよ。犯人はあっち。","네 캐논 도둑맞았어범인은 저쪽."
,"102300082","うそぉ！？","우오오!?"
,"102300083","メルは絶対に犯人を捕まるよ！……あれ、キャノンはここにあるけど？","멜은 반드시 범인을 잡을거야! ……어라, 캐논은 여기 있는데?"
,"102300084","それは盗まれたキャノンの妹よ。お姉ちゃんを取り戻すために、あんたのところに駆け付けたの。偉いと思わない？","그건 도둑맞은 캐논의 여동생이야.언니를 되찾기 위해 너에게로 달려갔어.잘났다고 생각하지 않아?"
,"102300085","うん！立派な妹だね！","응! 어여쁜 동생이네!"
,"102300086","よーし、メルが君のお姉ちゃんを見付けてあげるからね！","자, 멜이 너의 언니를 찾아줄께!"
,"102300087","こういう時、メルが単純で助かるわ。","이럴 때, 멜이 단순해서 도움이 돼."
,"102300088","さて……指揮官、準備できたわよ。次の指示をどうぞ。","자…… 지휘관, 준비됐어요.다음 지시 부탁드립니다"
,"102400000","……戦闘終了後、1名のAGが救助された。","……전투 종료후, 1명의 AG가 구조되었다."
,"102400001","ありがとう。あなたたちが来てなかったら、ここで死ぬところだったよ。","고마워. 너희가 오지 않았더라면 여기서 죽을 뻔했을 거야."
,"102400002","アタシはシンディ、フロンティア「スパイダー・サービス」のメンバーだよ。","나는 신디, 프런티어 「스파이더·서비스」의 멤버야."
,"102400003","え、「スパイダー・サービス」？","뭐 '스파이더 서비스'?"
,"102400004","その体……ずいぶん特徴的ね。","그 몸……굉장히 특징적이네."
,"102400005","へへ、そうだろ！","헤헤 그렇잖아!"
,"102400006","四肢だけじゃなく、体の内部もほとんど機械のようですね……どうしてこれほどの義肢化を？","사지뿐만 아니라 몸의 내부도 거의 기계같네요… 어째서 이 정도의 의지화를?"
,"102400007","アタシも分かんない。AGになった時に昔の記憶を失くしちゃったみたいだからね。","나도 몰라.AG가 되었을 때에 옛 기억을 잃어 버린 것 같으니까."
,"102400008","――！","――！"
,"102400009","ごめんない、聞くべきではなかったですね。","미안해요, 듣지 말았어야죠."
,"102400010","ニオは隣のゼロヨンをチラリと見た。すると、互いの目線がぶつかる。","니오는 옆자리 제로영을 힐끗 쳐다봤다.그러자 서로 시선이 부딪친다."
,"102400011","……","……"
,"102400012","いいのいいの！","좋아 좋아!"
,"102400013","こうなっちゃったけど、結構便利なんだよ。こんな特殊地帯にも1人で来れちゃうんだからね。","이렇게 되어버렸지만, 꽤 편리해요.이런 특수지대에도 혼자 올 수 있으니까 말이야."
,"102400014","今、「スパイダー・サービス」って言ったよね！","방금 '스파이더 서비스'라고 했잖아!"
,"102400015","メル、静かにして。ただのAGの系統名でしょ？なにがそんなに珍しいの？","멜, 조용히 해. 그냥 AG 계통명이잖아.뭐가 그렇게 흔하지?"
,"102400016","あたし、前に「スパイダー・サービス」の隊員に会ったことがあるの！フェーディって子だよ！","나 전에 스파이더 서비스 대원을 만난 적이 있어!페이디란 애야!"
,"102400017","なんですって？！他のAGに会った？そんな話、初めて聞いたわよ！？","뭐라고요?! 다른 AG를 만났어?그런 이야기는 처음 들어봐!?"
,"102400018","だって聞かれなかったんだもん！","왜냐면 못들었단 말이야!"
,"102400019","このバカ……","이 바보……"
,"102400020","フェーディはアタシたちの隊長だよ！どこで見たの！？","페이디는 우리 대장이야! 어디서 봤어!?"
,"102400021","えっと……","어디 보자..."
,"102400022","……メル、忘れちゃった。","멜, 잊어버렸다."
,"102400023","ごめんなさい、このバカに話をさせるべきじゃ――","미안해요, 이 바보에게 이야기를 시켜야 하는게-"
,"102400024","シンディはレラを飛び越えて、ものすごいスピードでメルのそばにやってきた。","신디는 렐라를 뛰어넘어 엄청난 속도로 멜의 곁으로 다가왔다."
,"102400025","お願い、隊長を見つけ出して！","제발 대장님을 찾아!"
,"102400026","隊長は今、とても危険な任務を単独で行っているんだ！","대장님은 지금 아주 위험한 임무를 단독으로 수행하고 있다구!"
,"102400027","……フロンティア指揮総艦「アイアンハンマー」","……프런티어 지휘총함 '아이언 해머'"
,"102400028","被験体4号の状況はどうだ？","피험체 4호의 상황은 어떤가?"
,"102400029","スパイダー・サービスの隊員が2名、被験体4号に遭遇した後に行方が分からなくなっています。","스파이더 서비스 대원이 2 명, 피험체 4 호와 조우 한 후 행방이 묘연해지고 있습니다."
,"102400030","現在通信が繋がるのはAG-031のみ。彼女には汚染エリア内部に向かうよう指示を出しました。","현재 통신이 연결되는 것은 AG-031뿐.그녀에게는 오염 지역 내부로 향하라는 지시를 내렸어요."
,"102400031","彼女が発見した不審な座標は312個。現在、それらを部類分けし、再度精査を行っております。","그가 발견한 수상한 좌표는 312개.현재, 그것들을 분류해, 다시 정밀 조사를 실시하고 있습니다."
,"102400032","その必要はない。すべての座標を私の分析ポートに転送しろ。","그럴 필요는 없다.좌표를 모두 내 분석 포트로 전송하라."
,"102400033","ですが、それではアトラス様の負担が……","하지만, 그래서는 아틀라스님의 부담이……."
