Confirmed, Key, LangType, KOR, CN, JAP, KOR_Service, No KOR
,"16008","JAP","여기서 방출 순서, 방출 조건, 우선 목표에 대한 사용자 정의 설정이 가능하다.","在这里可以对释放顺序、释放条件、优先目标进行自定义设置。","在这里可以对释放顺序、释放条件、优先目标进行自定义设置。","在这里可以对释放顺序、释放条件、优先目标进行自定义设置。",O
,"16009","JAP","자동 전투 시, 목표물을 더블 클릭하면, 소대로 하여금 우선 공격하게 할 수 있다!\n자동 전투는 편리하지만, 비교적 어려운 임무에 직면했을 때, 당신이 직접 지휘하는 것을 권장합니다!","在自动战斗时，双击目标敌人，即可让小队对其优先攻击！\n自动战斗虽然方便，但在面临较为困难的任务时，建议您还是亲自指挥吧！","在自动战斗时，双击目标敌人，即可让小队对其优先攻击！\n自动战斗虽然方便，但在面临较为困难的任务时，建议您还是亲自指挥吧！","在自动战斗时，双击目标敌人，即可让小队对其优先攻击！\n自动战斗虽然方便，但在面临较为困难的任务时，建议您还是亲自指挥吧！",O
,"17001","JAP","《여우》 0 4 방금 대열에 합류했습니다. 우리는 그녀를 강화시켜야 합니다!\n지휘관은 내가 AG를 강화하는 방법을 설명해 줄 필요가 있을까.","「狐狸」零四刚刚加入队伍，我们必须对她进行强化！\n指挥官是否需要我来讲解如何强化AG呢？","「狐狸」零四刚刚加入队伍，我们必须对她进行强化！\n指挥官是否需要我来讲解如何强化AG呢？","「狐狸」零四刚刚加入队伍，我们必须对她进行强化！\n指挥官是否需要我来讲解如何强化AG呢？",O
,"17002","JAP","AG를 강화하려면 먼저 전희계면에 들어가야 한다.","想要强化AG，我们要先进入战姬界面。","想要强化AG，我们要先进入战姬界面。","想要强化AG，我们要先进入战姬界面。",O
,"17003","JAP","여우 04를 선택해 주세요.","请选择「狐狸」零四。","请选择「狐狸」零四。","请选择「狐狸」零四。",O
,"17004","JAP","'강화'를 클릭하여 강화 인터페이스로 들어갑니다.\n04의 작전 능력을 높이다.","点击“强化”进入强化界面，\n提升零四的作战能力。","点击“强化”进入强化界面，\n提升零四的作战能力。","点击“强化”进入强化界面，\n提升零四的作战能力。",O
,"17005","JAP","여기를 클릭하면 강화에 필요한 재료를 추가할 수 있다.","点击这里，就可以添加强化所需的材料。","点击这里，就可以添加强化所需的材料。","点击这里，就可以添加强化所需的材料。",O
,"17006","JAP","방금 싸움이 우리에게 필요한 소재를 얻었습니다!","刚刚的战斗正好获得了我们所需的素材！","刚刚的战斗正好获得了我们所需的素材！","刚刚的战斗正好获得了我们所需的素材！",O
,"17007","JAP","재료가 선택되었습니다.\n그럼 자료 확인 부탁드려요.","材料已经选择，\n那么，请您确认材料吧。","材料已经选择，\n那么，请您确认材料吧。","材料已经选择，\n那么，请您确认材料吧。",O
,"17008","JAP","선택된 소재는 소재란에 표시됩니다.","选好的素材会显示在素材栏内。","选好的素材会显示在素材栏内。","选好的素材会显示在素材栏内。",O
,"17009","JAP","강화 후 전희 능력치에 변화가 생기면\n여기에 뜨는데요.","如果强化后战姬能力值产生变化，\n就会在这里显示。","如果强化后战姬能力值产生变化，\n就会在这里显示。","如果强化后战姬能力值产生变化，\n就会在这里显示。",O
,"17010","JAP","AG 강화에도 일정한 자금이 소요된다.\n이제, 제로넷을 강화합시다!","强化AG也需要消耗一定的资金，\n现在，就让我们来强化零四吧！","强化AG也需要消耗一定的资金，\n现在，就让我们来强化零四吧！","强化AG也需要消耗一定的资金，\n现在，就让我们来强化零四吧！",O
,"17011","JAP","'여우' 04 강화 성공!\n지휘관이 AG를 강하게 만들고 싶다면 그들을 많이 보강해야 한다는 것을 기억하라.","「狐狸」零四强化成功！\n如果指挥官想让AG变强，记得要多多强化她们哦！","「狐狸」零四强化成功！\n如果指挥官想让AG变强，记得要多多强化她们哦！","「狐狸」零四强化成功！\n如果指挥官想让AG变强，记得要多多强化她们哦！",O
,"17013","JAP","여우 제로 넷째 준비 완료!\n지휘관은 지금 그녀를 대열로 편입시키자.","「狐狸」零四已经准备就绪！\n指挥官现在就将她编入队伍吧。","「狐狸」零四已经准备就绪！\n指挥官现在就将她编入队伍吧。","「狐狸」零四已经准备就绪！\n指挥官现在就将她编入队伍吧。",O
,"18001","JAP","지휘관님, AG의 기술 레벨을 높이기 위해서는 '데이터 수집'을 통해 '기술 키'를 획득해야 합니다.","指挥官，为了提升AG的科技等级，我们需要通过“数据采集”来获取“科技密钥”。","指挥官，为了提升AG的科技等级，我们需要通过“数据采集”来获取“科技密钥”。","指挥官，为了提升AG的科技等级，我们需要通过“数据采集”来获取“科技密钥”。",O
,"18002","JAP","'데이터 수집'을 하려면 주 관제 플랫폼에서 '행 작전'을 선택해야 한다.","进行“数据采集”，必须在主控平台上选择“前往作战”。","进行“数据采集”，必须在主控平台上选择“前往作战”。","进行“数据采集”，必须在主控平台上选择“前往作战”。",O
,"18003","JAP","'데이터 수집'에는 AG테크놀로지 등급 상향에 필요한 재료가 담길 예정이다.","“数据采集”将包含AG科技等级提升的必要材料。","“数据采集”将包含AG科技等级提升的必要材料。","“数据采集”将包含AG科技等级提升的必要材料。",O
,"18004","JAP","각 관문마다 얻을 수 있는 재료의 종류가 다릅니다.\n필요에 따라 해당 관문을 선택할 수 있습니다.","每种关卡可以获得的材料种类不同，\n您可以根据需求选择对应关卡。","每种关卡可以获得的材料种类不同，\n您可以根据需求选择对应关卡。","每种关卡可以获得的材料种类不同，\n您可以根据需求选择对应关卡。",O
,"18005","JAP","채집 과정에서 더 강한 적을 소멸시킨다면\n더 높은 수준의 '과학 연구 키'도 얻을 수 있다.","如果在采集过程中消灭了更强的敌人，\n还可以获得更高级别的“科研密钥”哦！","如果在采集过程中消灭了更强的敌人，\n还可以获得更高级别的“科研密钥”哦！","如果在采集过程中消灭了更强的敌人，\n还可以获得更高级别的“科研密钥”哦！",O
,"19001","JAP","지휘관님, 우리는 새로운 미지의 영역을 발견했습니다!\n작전 인터페이스로 가세요!","指挥官，我们发现了新的未知领域！\n请前往作战界面！","指挥官，我们发现了新的未知领域！\n请前往作战界面！","指挥官，我们发现了新的未知领域！\n请前往作战界面！",O
,"19002","JAP","'회색의 낙하'를 통해 미지의 영역으로 들어가고,\n우리는 아마도 유용한 물자를 탐색할 수 있을 것이다!","通过“灰地空降”进入未知领域，\n我们或许能探索到有用的物资！","通过“灰地空降”进入未知领域，\n我们或许能探索到有用的物资！","通过“灰地空降”进入未知领域，\n我们或许能探索到有用的物资！",O
,"19003","JAP","지금 우리는 여러 개의 미지의 영역을 발견했습니다.\n일단 이쪽으로 가볼게요!","现在我们发现了多块未知领域，\n先去这边查看一下吧！","现在我们发现了多块未知领域，\n先去这边查看一下吧！","现在我们发现了多块未知领域，\n先去这边查看一下吧！",O
,"19004","JAP","지역 제한 때문에 들어갈 때마다 '조사 허가서'를 써야 한다.\n걱정 마세요, 제가 이미 이번 허가서를 준비해 놓았습니다!","由于区域限制，每次进入都需要使用“调查许可证”\n不用担心，我已经替您准备好这次的许可了！","由于区域限制，每次进入都需要使用“调查许可证”\n不用担心，我已经替您准备好这次的许可了！","由于区域限制，每次进入都需要使用“调查许可证”\n不用担心，我已经替您准备好这次的许可了！",O
,"19005","JAP","그러면 이 소대를 이용해서 알아보도록 하겠습니다.\n'작전으로 가기'를 클릭해 즉시 이 지역으로 진입하라!","那么，我们就使用这个小队去查看吧，\n点击“前往作战”，立即进入这块区域！","那么，我们就使用这个小队去查看吧，\n点击“前往作战”，立即进入这块区域！","那么，我们就使用这个小队去查看吧，\n点击“前往作战”，立即进入这块区域！",O
,"20001","JAP","여기가 바로 미지의 영역입니다. 이전에 수행했던 임무와 다른 것 같습니다!\n지휘관은 관련 사항을 알아봐야 할까.","这里就是未知领域了，似乎与之前执行的任务不太一样呢！\n指挥官需要了解一下相关事项吗？","这里就是未知领域了，似乎与之前执行的任务不太一样呢！\n指挥官需要了解一下相关事项吗？","这里就是未知领域了，似乎与之前执行的任务不太一样呢！\n指挥官需要了解一下相关事项吗？",O
,"20002","JAP","'회반던지기'는 탐험과도 같다.\n우리는 이 넓은 구역에서 각종 물자를 수집할 수 있다.","“灰地空降”就像探险一样，\n我们可以在这个广阔的区域里搜集各种物资。","“灰地空降”就像探险一样，\n我们可以在这个广阔的区域里搜集各种物资。","“灰地空降”就像探险一样，\n我们可以在这个广阔的区域里搜集各种物资。",O
,"20003","JAP","검색할 수 있는 물자에는 우수한 장비가 포함되어 있다.\n'구시대 동전'을 얻을 수도 있습니다.","能搜索到的物资里包含优良的装备，\n也有可能获得“旧时代硬币”哦。","能搜索到的物资里包含优良的装备，\n也有可能获得“旧时代硬币”哦。","能搜索到的物资里包含优良的装备，\n也有可能获得“旧时代硬币”哦。",O
,"20004","JAP","하지만 여기에도 많은 수의 적이 존재합니다.\n그리고 깊은 곳으로 갈수록 적은 점점 더 강해질 것이다!","不过这里也存在着大量的敌人，\n而且越往深处，敌人也会越来越强！","不过这里也存在着大量的敌人，\n而且越往深处，敌人也会越来越强！","不过这里也存在着大量的敌人，\n而且越往深处，敌人也会越来越强！",O
,"20005","JAP","위험과 수익이 공존한다!지휘관은 지도를 잘 이용하라.\n작전 루트를 합리적으로 배치하라!","危险与收益并存！请指挥官利用好地图，\n合理安排作战路线！","危险与收益并存！请指挥官利用好地图，\n合理安排作战路线！","危险与收益并存！请指挥官利用好地图，\n合理安排作战路线！",O
,"21001","JAP","지휘관, 앞길은 없지만 아래로 내려갈 수 있을 것 같아요!\n화면을 아래로 내려와 소대를 지휘하며 계속 전진하라!","指挥官，前方已经没有路了，但似乎可以向下移动！\n向下滑动屏幕，指挥小队继续前进吧！","指挥官，前方已经没有路了，但似乎可以向下移动！\n向下滑动屏幕，指挥小队继续前进吧！","指挥官，前方已经没有路了，但似乎可以向下移动！\n向下滑动屏幕，指挥小队继续前进吧！",O
,"22001","JAP","접전지점에 도착하라! 우리는 각 구역마다 접전지점을 여러 개 배치했다.\n“수송기”를 클릭하면, 이미 수집된 물자를 휴대하고 접점에서 기함으로 돌아갈 수 있습니다!","到达接应地点！我们在每个区域中布置了多个接应地点，\n点击“运输机”，就可以携带已搜集到的物资在接应点返回旗舰哦！","到达接应地点！我们在每个区域中布置了多个接应地点，\n点击“运输机”，就可以携带已搜集到的物资在接应点返回旗舰哦！","到达接应地点！我们在每个区域中布置了多个接应地点，\n点击“运输机”，就可以携带已搜集到的物资在接应点返回旗舰哦！",O
,"22002","JAP","또한 우리는 이미 알려진 모든 접전지 사이에서 빠르게 이동할 수 있다.\n원하신다면 왼쪽 상단에 있는 지도를 클릭하여 실행하십시오!","另外，我们还可以在所有已知的接应地点之间快速移动，\n如果您有需要，就点开左上角的地图并进行操作吧！","另外，我们还可以在所有已知的接应地点之间快速移动，\n如果您有需要，就点开左上角的地图并进行操作吧！","另外，我们还可以在所有已知的接应地点之间快速移动，\n如果您有需要，就点开左上角的地图并进行操作吧！",O
,"23001","JAP","지휘관님, 전방 이 장치는 길을 막는 장벽과 관련이 있는 것 같습니다!\n장치를 클릭해서 조작해 보세요!","指挥官，前方这个装置似乎跟那些封住去路的屏障有关！\n点击装置，操作一下试试吧！","指挥官，前方这个装置似乎跟那些封住去路的屏障有关！\n点击装置，操作一下试试吧！","指挥官，前方这个装置似乎跟那些封住去路的屏障有关！\n点击装置，操作一下试试吧！",O
,"24001","JAP","지휘관, 장비 연구 연구 연구 실험실은 이미 개방되었다.\n우리 빨리 가보자!","指挥官，装备研制实验室已经开放了，\n我们快去看看吧！","指挥官，装备研制实验室已经开放了，\n我们快去看看吧！","指挥官，装备研制实验室已经开放了，\n我们快去看看吧！",O
,"24002","JAP","장비를 연구 제작하려면 제작 재료와 일정한 자금을 소모해야 한다.\n제작 재료는 '표적 섬멸'에서 얻을 수 있다.","研制装备需要消耗制作材料和一定的资金，\n而制作材料可以在“目标歼灭”中获得。","研制装备需要消耗制作材料和一定的资金，\n而制作材料可以在“目标歼灭”中获得。","研制装备需要消耗制作材料和一定的资金，\n而制作材料可以在“目标歼灭”中获得。",O
,"24003","JAP","나타날 수 있는 세트 속성이 표시됩니다.\n세트마다 나타나는 세트 속성이 다를 수 있습니다!","这里会显示可能会出现的套装属性，\n每种套装会出现的套装属性会有不同！","这里会显示可能会出现的套装属性，\n每种套装会出现的套装属性会有不同！","这里会显示可能会出现的套装属性，\n每种套装会出现的套装属性会有不同！",O
,"24004","JAP","퀄리티 높은 장비를 만드려면 많은 시간이 걸릴 수 있습니다.\n하지만 노력은 함대를 더욱 강하게 만들 수 있다!","想做出高质量的装备可能会花费很多时间，\n但是只要付出就有收获，我们的努力能让舰队变得更强！","想做出高质量的装备可能会花费很多时间，\n但是只要付出就有收获，我们的努力能让舰队变得更强！","想做出高质量的装备可能会花费很多时间，\n但是只要付出就有收获，我们的努力能让舰队变得更强！",O
,"24005","JAP","이제 한번 해볼까요?\n'R&D' 클릭, 무기 만들기!","现在就让我们试试看吧？\n点击“研发”，打造一把武器！","现在就让我们试试看吧？\n点击“研发”，打造一把武器！","现在就让我们试试看吧？\n点击“研发”，打造一把武器！",O
,"24006","JAP","와! 우리 성공했어!\nR&D 기능을 잘 활용하면 우리도 AG들과 어깨를 나란히 할 수 있다.","哇！我们成功了！\n利用好研发功能，我们也可以和AG们并肩作战。","哇！我们成功了！\n利用好研发功能，我们也可以和AG们并肩作战。","哇！我们成功了！\n利用好研发功能，我们也可以和AG们并肩作战。",O
,"24007","JAP","앞으로 AG들은 더 강한 적을 상대하게 될 것입니다.\n저희도 더 강력한 장비를 준비해야죠!","以后AG们还会面对更强大的敌人，\n我们也要替她们准备更强大的装备哦！","以后AG们还会面对更强大的敌人，\n我们也要替她们准备更强大的装备哦！","以后AG们还会面对更强大的敌人，\n我们也要替她们准备更强大的装备哦！",O
,"25001","JAP","전술에 따라 다양한 효과를 비축할 수 있는 세트가 필요하다.\n이 장비들은 목표물 섬멸에서 얻을 수 있다.","为了搭配不同的战术，需要储备多种效果的套装。\n这些装备可以在“目标歼灭”中获取。","为了搭配不同的战术，需要储备多种效果的套装。\n这些装备可以在“目标歼灭”中获取。","为了搭配不同的战术，需要储备多种效果的套装。\n这些装备可以在“目标歼灭”中获取。",O
,"25002","JAP","'표적 섬멸'은 작전 경계면을 통해 진입할 수 있다.","“目标歼灭”可以通过作战界面中进入。","“目标歼灭”可以通过作战界面中进入。","“目标歼灭”可以通过作战界面中进入。",O
,"25003","JAP","각종 장비를 확보할 수 있는 '표적 섬멸'이 바로 여기에 있다.","能够获得各种装备的“目标歼灭”就在这里。","能够获得各种装备的“目标歼灭”就在这里。","能够获得各种装备的“目标歼灭”就在这里。",O
,"25004","JAP","목표에 따라 얻을 수 있는 전리품도 다르다.\n출발하기 전에 목표를 확인하세요!","战胜不同目标，可以获得的战利品也不同。\n请在出发前确认好目标吧！","战胜不同目标，可以获得的战利品也不同。\n请在出发前确认好目标吧！","战胜不同目标，可以获得的战利品也不同。\n请在出发前确认好目标吧！",O
,"25005","JAP","지금 바로 '응낙의 땅'에 들어가 보시죠!","现在就进入“应许之地”看一看吧！","现在就进入“应许之地”看一看吧！","现在就进入“应许之地”看一看吧！",O
,"25006","JAP","목표물 섬멸은 여러 단계로 나뉜다.\n더 높은 단계의 관문을 완성하면 더 높은 품질의 장비를 얻을 수 있다.","“目标歼灭”分为多个阶段，\n完成更高阶段的关卡就能获得更高质量的装备。","“目标歼灭”分为多个阶段，\n完成更高阶段的关卡就能获得更高质量的装备。","“目标歼灭”分为多个阶段，\n完成更高阶段的关卡就能获得更高质量的装备。",O
,"25007","JAP","단계가 올라갈수록 적은 더욱 강해진다!제대로 된 전술을 짜야 한다!\n그래서 '적 정보'가 중요하니 살펴봐라!","阶段越高，敌人越强！必须制定合适的战术！\n所以“敌方情报”非常重要，记得查看哦！","阶段越高，敌人越强！必须制定合适的战术！\n所以“敌方情报”非常重要，记得查看哦！","阶段越高，敌人越强！必须制定合适的战术！\n所以“敌方情报”非常重要，记得查看哦！",O
,"26001","JAP","유니온의 지휘관님, 급한 일이 있어서 꼭 부탁드리겠습니다.\n저와 함께 작전 설명실로 가 주세요.","「纽带」的指挥官，我有急事必须拜托你，\n请和我前往作战说明室。","「纽带」的指挥官，我有急事必须拜托你，\n请和我前往作战说明室。","「纽带」的指挥官，我有急事必须拜托你，\n请和我前往作战说明室。",O
,"26002","JAP","제가 '유니온'에 가입하는 조건의 하나로,\n당신은 나의 의뢰를 받아 '열융균열'이라는 장소를 조사해야 합니다.","作为我加入「纽带」的条件之一，\n你需要接受我的委托，调查一个名为“热熔裂缝”的地点。","作为我加入「纽带」的条件之一，\n你需要接受我的委托，调查一个名为“热熔裂缝”的地点。","作为我加入「纽带」的条件之一，\n你需要接受我的委托，调查一个名为“热熔裂缝”的地点。",O
,"26003","JAP","열융균열은 대량의 괴뢰들에게 점령당한 거점이다.\n감염원을 정확히 모르기 때문에 괴뢰 무리를 단시간에 섬멸해도\n시간이 지나면 내부는 다시 원래대로 돌아온다.","“热熔裂缝”是被大量傀儡占领的据点。\n因为不清楚感染源，所以即使短时间歼灭了傀儡群，\n经过一段时间后内部又会恢复成原来的样子。","“热熔裂缝”是被大量傀儡占领的据点。\n因为不清楚感染源，所以即使短时间歼灭了傀儡群，\n经过一段时间后内部又会恢复成原来的样子。","“热熔裂缝”是被大量傀儡占领的据点。\n因为不清楚感染源，所以即使短时间歼灭了傀儡群，\n经过一段时间后内部又会恢复成原来的样子。",O
,"26004","JAP","끊임없이 아래층으로 잠입해야만 진실을 알 수 있다.\n당신들만이 '고리'를 완성할 수 있습니다. 도와주세요...\n당신은 내가 현재도 '유니온'의 일원이기 때문에 이것은 당연한 것이라고 말합니까?나는…하지만 인정받을 줄 모른다.","只有通过不断潜入下层，才可能探知真相。\n只有你们「纽带」能够完成，请协助我……\n你说我现在也是「纽带」的一员，所以这是应该的？我……可不会领情。","只有通过不断潜入下层，才可能探知真相。\n只有你们「纽带」能够完成，请协助我……\n你说我现在也是「纽带」的一员，所以这是应该的？我……可不会领情。","只有通过不断潜入下层，才可能探知真相。\n只有你们「纽带」能够完成，请协助我……\n你说我现在也是「纽带」的一员，所以这是应该的？我……可不会领情。",O
,"27001","JAP","지휘관님, 저희 AG 모집 시스템은 이미 복구되었습니다.\n'모집' 버튼을 눌러 작전단위를 보충하세요!","指挥官，我们的AG招募系统已经修复完毕了。\n请您点击“招募”按键，补充作战单位吧！","指挥官，我们的AG招募系统已经修复完毕了。\n请您点击“招募”按键，补充作战单位吧！","指挥官，我们的AG招募系统已经修复完毕了。\n请您点击“招募”按键，补充作战单位吧！",O
,"27002","JAP","여기서 'AG임용허가'로 AG를 모집할 수 있습니다!\n일을 늦출 수 없으니, 우리 즉시 시험해 봅시다.","在这里可以使用“AG任用许可”招募AG！\n事不宜迟，我们立刻试试吧！","在这里可以使用“AG任用许可”招募AG！\n事不宜迟，我们立刻试试吧！","在这里可以使用“AG任用许可”招募AG！\n事不宜迟，我们立刻试试吧！",O
,"27003","JAP","누군지 모르겠어요?\n클릭해서 결과를 발표하세요!","不知道会是谁呢？\n点击一下，揭晓结果吧！","不知道会是谁呢？\n点击一下，揭晓结果吧！","不知道会是谁呢？\n点击一下，揭晓结果吧！",O
,"27004","JAP","새 멤버 '여우' 04 가입을 환영합니다!\n동행하는 AG가 많을수록 더 많은 전술을 구사할 수 있다.","欢迎新成员「狐狸」零四加入！\n同行的AG越多，就能搭配出更多的战术。","欢迎新成员「狐狸」零四加入！\n同行的AG越多，就能搭配出更多的战术。","欢迎新成员「狐狸」零四加入！\n同行的AG越多，就能搭配出更多的战术。",O
,"27005","JAP","만약 당신이 작전에 어려움을 겪는다면\n더 많은 도우미를 모집하러 오는 거 잊지 마세요!","如果您在作战中遇到了困难，\n别忘了来招募更多的帮手哦！","如果您在作战中遇到了困难，\n别忘了来招募更多的帮手哦！","如果您在作战中遇到了困难，\n别忘了来招募更多的帮手哦！",O
,"28001","JAP","지휘관님, 이 관문은 이미 '대리 작전'을 사용할 수 있습니다.\n제가 설명해 드릴까요?","指挥官，该关卡已经可以使用“代理作战”了。\n您需要我来说明一下吗？","指挥官，该关卡已经可以使用“代理作战”了。\n您需要我来说明一下吗？","指挥官，该关卡已经可以使用“代理作战”了。\n您需要我来说明一下吗？",O
,"28002","JAP","줄거리 작전의 관문 중 삼성만 평가하면\n그러면 관문은 '대리 작전'이다!","在主线剧情的作战关卡中，只要关卡评价达到三星，\n那该关卡就执行“代理作战”！","在主线剧情的作战关卡中，只要关卡评价达到三星，\n那该关卡就执行“代理作战”！","在主线剧情的作战关卡中，只要关卡评价达到三星，\n那该关卡就执行“代理作战”！",O
,"28003","JAP","“대행 작전”은 당신의 필요에 따라 상세하게 설정할 수 있습니다.\n지금 바로 만나보시죠!","“代理作战”可以根据您的需求进行详细设置，\n现在我们就来看一下吧！","“代理作战”可以根据您的需求进行详细设置，\n现在我们就来看一下吧！","“代理作战”可以根据您的需求进行详细设置，\n现在我们就来看一下吧！",O
,"28004","JAP","필요에 따라 “대행 작전” 실행 횟수를 설정할 수 있습니다.\n다른 대리 조건들과!","在这里您可以根据需求设定“代理作战”执行次数，\n和一些其他代理条件！","在这里您可以根据需求设定“代理作战”执行次数，\n和一些其他代理条件！","在这里您可以根据需求设定“代理作战”执行次数，\n和一些其他代理条件！",O
,"28005","JAP","자원을 자동으로 처리할 지 여부를 선택할 수 있습니다.\n자동처리된 자원은 되찾을 수 없습니다!신중하게 선택하세요!","这里您可以选择是否自动处理获得资源，\n自动处理的资源就不能找回了哦！一定要谨慎选择！","这里您可以选择是否自动处理获得资源，\n自动处理的资源就不能找回了哦！一定要谨慎选择！","这里您可以选择是否自动处理获得资源，\n自动处理的资源就不能找回了哦！一定要谨慎选择！",O
,"28006","JAP","줄거리뿐 아니라 일부 작전 관문도 '대리작전' 지지\n지휘관님, 작전 반복이 필요하시면 '대리 작전'을 해보세요.","除了主线剧情，一部分作战关卡也支持“代理作战”\n指挥官您若需要重复作战时，就请尝试“代理作战”吧！","除了主线剧情，一部分作战关卡也支持“代理作战”\n指挥官您若需要重复作战时，就请尝试“代理作战”吧！","除了主线剧情，一部分作战关卡也支持“代理作战”\n指挥官您若需要重复作战时，就请尝试“代理作战”吧！",O
,"29000","JAP","지휘관, 함대 관리 시스템은 이미 복구되었습니다!\n해당 기능에 대해 제가 안내해 드릴까요?",,"指挥官，舰队管理系统已经修复完毕了！\n需要我带您了解一下相关功能吗？","指挥官，舰队管理系统已经修复完毕了！\n需要我带您了解一下相关功能吗？",O
,"29001","JAP","여기를 클릭해서 함대로 들어가세요.","指挥官，舰队管理系统已经修复完毕了！","请点击这里进入舰队","请点击这里进入舰队",O
,"29002","JAP","여기서 우리는 각 기능을 담당하는 함선을 볼 수 있다.\n모든 함선은 각자의 기능을 가지고 있다!","这里我们可以看到负责各个功能的舰船，\n每支舰船有各自的功能！","这里我们可以看到负责各个功能的舰船，\n每支舰船有各自的功能！","这里我们可以看到负责各个功能的舰船，\n每支舰船有各自的功能！",O
,"29003","JAP","먼저, 먼저 오트란데호의 주요 지역으로 갑시다!","首先，先前往「奥特兰德号」的主要区域吧！","首先，先前往「奥特兰德号」的主要区域吧！","首先，先前往「奥特兰德号」的主要区域吧！",O
,"29004","JAP","모함은 함대원들과 AG들의 주요 생활 구역으로 언제든 전희를 입주시킬 수 있다.","母舰是舰队人员和AG们的主要生活区域，您能够随时让战姬入住。","母舰是舰队人员和AG们的主要生活区域，您能够随时让战姬入住。","母舰是舰队人员和AG们的主要生活区域，您能够随时让战姬入住。",O
,"29005","JAP","전희를 입주시려면 배치 버튼을 눌러야 한다.","如果要安排战姬入住，需要先点击配置按钮。","如果要安排战姬入住，需要先点击配置按钮。","如果要安排战姬入住，需要先点击配置按钮。",O
,"29006","JAP","이곳을 클릭하여 전희를 로비에 입주시오.","点击这里，安排战姬入住大厅。","点击这里，安排战姬入住大厅。","点击这里，安排战姬入住大厅。",O
,"29007","JAP","니오를 로비에 배치해 보세요.","试试把妮欧配置在大厅里。","试试把妮欧配置在大厅里。","试试把妮欧配置在大厅里。",O
,"29008","JAP","설정에 문제가 없습니다. 이제 보여주기 단추를 눌러 저장하세요!","配置已经没问题了，现在请点击展示按钮保存吧！","配置已经没问题了，现在请点击展示按钮保存吧！","配置已经没问题了，现在请点击展示按钮保存吧！",O
,"29009","JAP","되돌리기 버튼을 클릭하여 로비로 돌아가십시오.","请点击返回按钮，回到大厅。","请点击返回按钮，回到大厅。","请点击返回按钮，回到大厅。",O
,"29010","JAP","니오는 이미 로비에 입주해있습니다. 클릭하셔서 인터랙티브를 하거나 선물을 드릴 수 있습니다.","妮欧已经入住大厅了哦，您可以点击她进行互动或是赠送礼物。","妮欧已经入住大厅了哦，您可以点击她进行互动或是赠送礼物。","妮欧已经入住大厅了哦，您可以点击她进行互动或是赠送礼物。",O
,"29011","JAP","선물은 특별한 선물에 사용됩니다. 그리고 선물 받으신다면 여러분께 드릴 수 있습니다. 여러분은 분명 많은 재미있는 반응을 보실 수 있을 것입니다.","赠送礼物会用到特殊的礼品，之后如果您获得了礼品，可以送给大家，大家肯定会有许多有趣的反应哦。","赠送礼物会用到特殊的礼品，之后如果您获得了礼品，可以送给大家，大家肯定会有许多有趣的反应哦。","赠送礼物会用到特殊的礼品，之后如果您获得了礼品，可以送给大家，大家肯定会有许多有趣的反应哦。",O
,"29012","JAP","더 많은 영역의 잠금을 해제하려면 오트란트 호를 업그레이드할 수 있습니다. 매번 새 영역의 잠금을 해제합니다.","如果想要解锁更多的区域，您可以升级「奥特兰德号」号，每次升级都会解锁一个新区域。\n升级舰队所需要的的白银圆币，您可以在各个<color=#0084ff>困难章节最后一关的首通奖励</color>中获得。","如果想要解锁更多的区域，您可以升级「奥特兰德号」号，每次升级都会解锁一个新区域。","如果想要解锁更多的区域，您可以升级「奥特兰德号」号，每次升级都会解锁一个新区域。",O
,"29013","JAP","함대를 업그레이드하는 데 필요한 은화, 당신은 각처에 있습니다.<color=#0084ff>난장절의 마지막 관문의 첫 번째 보상.</color>당첨되다.","请点击购买按钮，购买一件新的家具。","升级舰队所需要的的白银圆币，您可以在各个<color=#0084ff>困难章节最后一关的首通奖励</color>中获得。","升级舰队所需要的的白银圆币，您可以在各个<color=#0084ff>困难章节最后一关的首通奖励</color>中获得。",O
,"29014","JAP","확정 버튼을 누르면 원하는 가구를 살 수 있다.","点击确定按钮即可买下想要的家具。","点击确定按钮即可买下想要的家具。","点击确定按钮即可买下想要的家具。",O
,"29015","JAP","가구 구매가 완료되면,우리는 그것으로 《오트랜드 호》의 생활 구역을 꾸며 봅시다.","家具购买完毕，我们就用它布置一下「奥特兰德号」的生活区吧。","家具购买完毕，我们就用它布置一下「奥特兰德号」的生活区吧。","家具购买完毕，我们就用它布置一下「奥特兰德号」的生活区吧。",O
,"29016","JAP","우선 인테리어 모드에 들어가야 한다.","首先需要进入装修模式。","首先需要进入装修模式。","首先需要进入装修模式。",O
,"29017","JAP","인테리어 모드 하시면 인테리어 가능한 지역이 밝아집니다.\n우리는 먼저 판매기의 변경을 시도해 봅시다.","装修模式下，可装修的区域会高亮，\n我们先尝试改变一下售货机。","装修模式下，可装修的区域会高亮，\n我们先尝试改变一下售货机。","装修模式下，可装修的区域会高亮，\n我们先尝试改变一下售货机。",O
,"29018","JAP","교환 버튼을 클릭하여 판매기 교체를 시작합니다.","点击更换按钮，开始更换售货机。","点击更换按钮，开始更换售货机。","点击更换按钮，开始更换售货机。",O
,"29019","JAP","설정 버튼을 눌러서 판매기를 우리가 방금 구매한 빨간 판매기로 교체하세요.","点击设置按钮，把售货机更换为我们刚才购买的红色售货机。","点击设置按钮，把售货机更换为我们刚才购买的红色售货机。","点击设置按钮，把售货机更换为我们刚才购买的红色售货机。",O
