Confirmed, Key, Source, KOR
,"110100041","看到克拉丽丝重新站起来，伊莎贝尔再次准备发动攻势，但是——","크라리스가 다시 일어서자 이자벨은 다시 공세를 취하려고 했지만-"
,"110100042","停下，伊莎贝尔。","멈춰, 이자벨."
,"110100043","为何？","왜?"
,"110100044","丽萨指了指刚才盾牌所砸出的空洞，里面正衍生着无数条提线。","리사가 방금 방패에 뚫린 구멍을 가리키자 안에서 수많은 리프팅이 흘러나오고 있었다."
,"110100045","我们击穿AG核心都没成功杀掉她，胜负已分。","우리는 AG의 핵심을 찔러도 죽이지 못해 승부가 갈렸다."
,"110100046","“机械设备”是最容易被傀儡侵蚀的，广寒宫的网络链接着众多设施的关键指令。","'기계설비'는 괴뢰에게 가장 쉽게 침식될 수 있는, 광한궁의 네트워크가 수많은 시설에 연결되는 핵심 지령이다."
,"110100047","好吧。","좋아요"
,"110100048","<color=#969696>广寒宫的守兵，以及维多利亚……你们都去哪了？</color>","<color=#969696>광한궁 수비병, 그리고 빅토리아…너희들은 어디로 갔니?</color>"
,"110100049","克拉丽丝·伯纳德，你已经拿到「∅元件」了，还来找我干什么呢？","클래리스 버나드, 당신은 이미 元소자를 얻었습니다. 그리고 나를 찾아와 무엇을 합니까?"
,"110100050","哦……你的消息那么灵通吗？","어…당신 소식이 그렇게 빨라요?"
,"110100051","要让破碎的AG核心瞬间恢复，只有近乎魔法的「∅元件」才能办到。","깨진 AG의 핵심을 순간적으로 회복시키려면 마법에 가까운 「 元소자」만이 가능하다."
,"110100052","明明拿到「∅元件」的你，已经达到了目的。","분명히 元소자를 손에 넣은 당신은 이미 목적을 달성했습니다."
,"110100053","我的目的嘛……大概是气不过你们奥托露娜三番两次阻挠我的计划？","내 목적은 말이야...아마도 너희 오토루나가 내 계획을 몇 번이나 방해한 것에 화가 났나봐?"
,"110100054","装疯卖傻，没有必要。","정신 나간 척할 필요 없어."
,"110100055","你是傀儡，你的存在对奥托露娜来说是巨大的威胁。","당신은 꼭두각시이고, 당신의 존재는 오토루나에게 커다란 위협이다."
,"110100056","你必然是得知这一点，才会跑到这万千米高空之上的城邦来。","그걸 알고 고도 만 km의 성까지 올라왔을 것이다."
,"110100057","好吧，好吧。","좋아요, 좋아요."
,"110100058","这鬼地方空气挺差的，我也不想多呆。","이놈의 공기는 매우 열악해서 나도 더 있고 싶지 않다."
,"110100059","我直截了当的说，我要求你放弃“天堂计划”。","나는 단도직입적으로 말해서,나는 너에게 “리니지 계획”을 포기하라고 요구한다."
,"110100060","莉莉·科西嘉·圣赫勒拿透露给你的吗？","릴리 코르시카 세인트헬레나에게 귀띔했나요?"
,"110100061","算了，是谁都不重要。","됐어, 누구든 중요하지 않아."
,"110100062","“天堂计划”，其本身只是在筛选能够在地表生活的“优质”人类。","파라다이스 프로젝트는 그 자체로 지표면에서 살 수 있는 양질의 인간을 선별하는 것이다."
,"110100063","它和你的最终目标并不冲突。","그것은 너의 최종 목표와 충돌하지 않는다."
,"110100064","那只是你们的第一阶段罢了，我可是知道的哦，你们想——改变“灵魂”的本质。","그것은 단지 당신들의 첫 단계일 뿐, 나는 알고 있습니다. 당신들은 '영혼'의 본질을 바꾸려고 합니다."
,"110100065","想不到你已经了解到这个地步，看来可以排除莉莉这类叛徒了。","네가 이미 이 지경을 알게 될 줄은 생각지도 못했다. 보아하니 릴리와 같은 반역자를 배제할 수 있을 것 같다."
,"110100066","但即使你了解了真相，那更应该明白“天堂计划”不会成为你追求那个人的阻碍。","하지만 진실을 알게 되더라도 리니지 프로젝트가 그 사람을 추구하는 데 걸림돌이 되지 않는다는 것을 알아야 한다."
,"110100067","甚至可以说，它反而能够成全你们。","오히려 너희를 위한 것이라고 할 수 있다."
,"110100068","……哦……我居然还心动了一下！","...어...내가 설렌다니!"
,"110100069","但是呢。","그런데요."
,"110100070","“天堂计划”，我不认为它是可行的。","리니지 프로젝트, 나는 그것이 실행 가능한 것이라고 생각하지 않는다."
,"110100071","人类以及这个世界应变回它原有的形态，特别是——拥有「∅元件」的当下。","인간과 이 세계는 본래의 형태, 특히 「件소자」를 가지고 있는 지금으로 돌아가야 합니다."
,"110100072","这种和我的想法完全相悖的想法……","내 생각과 완전히 배치되는 그런 생각…"
,"110100073","克拉丽丝，我劝你还是作为旁观者比较好。","클래리스, 나는 네가 방관자가 되는 것이 좋다고 충고한다."
,"110100074","什么意思？","무슨 뜻입니까?"
,"110100075","丽萨·奥托露娜，你又要迫害我了吗？","리사 오토루나, 또 날 박해할 거야?"
,"110100076","一名AG坐在如战车般的载具上，缓缓朝着广寒宫的王座前进着，而她的怀中抱着肢体残缺的——","전차 같은 재구 위에 앉아 광한궁의 왕좌를 향해 천천히 전진하는 AG의 품에 신체적 결핍이 안겨 있다."
,"110100077","维多利亚？","빅토리아?"
,"110100078","嘘。别吵醒她，不然强制解除义肢的痛苦会让她生不如死的。","쉿. 깨우지 마라. 그렇지 않으면 강제로 의족을 해지하는 고통 때문에 죽는 것만 못하다."
,"110100079","你对她做了什么？！","당신은 그녀에게 무엇을 했습니까?"
,"110100080","教训了一下乱咬人的狗罢了。","사람을 마구 무는 개를 혼냈을 뿐이다."
,"110100081","……戴安娜教宗，你是想成为一切灾祸的源头吗？","다이애나 교황, 당신은 모든 재앙의 진원지가 되고 싶은가?"
,"110100082","你的礼仪真是白学了，现任的奥托露娜女王。","네 예의는 정말 공손하게 배웠구나, 현 오토루나 여왕."
,"110100083","每当你想迫害我，或者是迫害“露娜之母”……总会先说出一些吓唬人的话。","당신이 나를 박해하고 싶거나 '루나의 어머니'를 박해하고 싶을 때…. 으름장을 놓는 말들이 먼저 나온다."
,"110100084","现在的奥托露娜不需要教会。","지금의 아우토루나는 교회가 필요 없다."
,"110100085","是吗，是吗……过去的立国之本，居然被一个野丫头轻易否定。","그래요, 그래요...과거 입국의 근본을 말괄량이에게 쉽게 부정당했어요."
,"110100086","看看你倡导的“贡献值”系统是多么糟糕，神圣的奥托露娜被你当成了什么？","당신이 주창하는 '기여치' 시스템이 얼마나 엉망인지, 신성한 아우토루나는 무엇으로 여겨졌는지 보라."
,"110100087","放肆！","무엄하도다!"
,"110100088","伊莎贝尔的骑枪对准了戴安娜的额头，下个瞬间——","이사벨의 라이딩 총이 다이애나의 이마를 겨누는 다음 순간."
,"110100089","砰，伊莎贝尔的骑枪突然自发地折断了。","탕, 이사벨의 라이딩 총은 갑자기 자발적으로 부러졌다."
,"110100090","什？！","뭐?!"
,"110100091","看看你遣散净化者后，成立的骑士团是多么无力。","정화자를 내보낸 뒤 만든 기사단이 얼마나 무기력한지 보라."
,"110100092","你这名叫伊莎贝尔的护卫，还比不上洛兰当净化者时的十分之一。","이사벨이라는 호위는 로랑의 정화자 시절의 10분의 1에도 미치지 못한다."
,"110100093","回来，伊莎贝尔。","돌아와, 이자벨."
,"110100094","她远没有看上去那番柔弱。","그녀는 보기에 그렇게 유약해 보이지 않는다."
,"110100095","伊莎贝尔警戒了起来，缓缓退到奥托露娜女王的前方。","이자벨은 경계하며 오토루나 여왕의 앞으로 천천히 물러섰다."
,"110100096","我很欣慰，你长大了丽萨。","네가 크니 리사가 되어 나는 매우 기쁘다."
,"110100097","这次你没有选择拿小刀来刺我。","이번에는 날 찌르는 칼을 택하지 않았어."
,"110100098","净化者系谱，已经全部封印了才对。","정화자 계보는 이미 전부 봉인해 버렸어야 한다."
,"110100099","我不认为傀儡化的克拉丽丝可以唤醒你。","나는 괴뢰화된 클래리스가 너를 깨울 수 있다고 생각하지 않는다."
,"110100100","呵呵……我的归来……","허허..나의 귀환.."
,"110100101","是伟大的建国女王安娜·奥托露娜，所下的旨意。","위대한 건국의 여왕 안나 오토루나가 내린 뜻입니다."
,"110100102","停止你的污蔑！建国女王，已经去世了。","너의 모멸을 멈추어라!건국의 여왕,이미 세상을 떠났다."
,"110100103","现在的小朋友，对净化者已经毫无敬仰了。","요즘 어린이들은 정화자들에 대한 존경심이 거의 없다."
,"110100104","？！","？！"
,"110100105","一瞬间，伊莎贝尔前胸的护甲就变得粉碎。","순간 이자벨의 가슴 보호대는 산산조각이 났다."
,"110100106","有趣起来了，利用音波攻击，这是和傀儡师竖琴一样的能力。","음파를 이용해 공격하는 것은 괴뢰사 하프와 같은 능력이다."
,"110100107","克拉丽丝·伯纳德，你真是个充满威胁的存在。","클래리스 버나드, 당신은 정말 위협적인 존재입니다."
,"110100108","不过今天，你听从了我的建议……成功瘫痪了广寒宫的警报系统，所以我可以放你离开。","그런데 오늘, 당신은 내 말을 따랐어요… 광한궁 경보 시스템을 성공적으로 마비시켰으니, 당신을 내보낼 수 있어요."
,"110100109","啊？我有些不爽……应该是我利用你才对，怎么说得好像我才是工具人。","네 내가 좀 불쾌한데… 내가 널 이용했을 텐데 왜 내가 마치 도구인 것처럼 말해요."
,"110100110","克拉丽丝，别去挑衅她。","클래리스, 그녀를 건드리지 마."
,"110100111","如果你真的希望■■■■■的话。","만약 당신이 정말로 ■■■■■을 원한다면."
,"110100112","<color=#969696>丽萨·奥托露娜……难道你知道我计划的全貌……？</color>","<color=#969696>리사 오토루나…혹시 내 계획의 전모를 아는가…?</color>"
,"110100113","戴安娜教宗，你触犯了奥托露娜宪法。","다이애나 교황, 당신은 오토루나 헌법에 저촉됩니다."
,"110100114","我命令你即刻返回冰封宫殿，不然——","나는 너에게 즉시 얼음의 궁전으로 돌아가라고 명령한다. 그렇지 않으면"
,"110100115","……不然沉睡中的净化者成员都将被注射巴比妥酸盐试剂，是吗？","…그렇지 않으면 잠자고 있는 정화자 구성원 모두가 바비타산염 시약 주사를 맞을 수 있다."
,"110100116","难道说……","설마..."
,"110100117","你以为我这次也会被你吓跑吗？","이번에도 내가 너 때문에 놀라 도망칠 줄 알아?"
,"110100118","净化者已经——全部苏醒了。","정화자——모두 깨어났다."
,"110110000","……呼……呼……","...호...호..."
,"110110001","菲尔，要继续赶路了。","필, 계속 가야겠어요."
,"110110002","啊！有敌人？！","아! 적이 있다고?!"
,"110110003","……抱，抱歉……原来我没有听清楚。","…안아,미안해…내가 잘 못 들었구나."
,"110110004","没关系，任务还没开始。","괜찮아요, 아직 임무를 시작하지 않았어요."
,"110110005","哈哈……","하하..."
,"110110006","<color=#969696>德拉队长，虽然和以前一模一样……</color>","<color=#969696>델라 리더, 예전과 똑같지만..</color>"
,"110110007","对了对了，之后也是无威胁地带吗？","참, 그 이후에도 무위협지대였나?"
,"110110008","还有10公里才会到达寄生型傀儡的区域。","기생형 꼭두각시 구역까지 10㎞가 남았다."
,"110110009","准备出发。","출발 준비를 하다."
,"110110010","明白！","알아!"
,"110110011","……","……"
,"110110012","……几支傀儡化AG组成的小队，在德拉和菲尔的带领下逐步向着威胁区域靠近。","…괴뢰화 AG 몇 개로 구성된 소대가 드라와 필의 인솔 아래 위협 지역으로 접근한다."
,"110110013","虽然不久就要发生战斗，但菲尔似乎完全不担心这点。","곧 전투가 벌어지지만 필은 전혀 걱정하지 않는 듯했다."
,"110110014","德拉队长，这次要不要讲讲奥托露娜的民间传闻呀？","델라 리더, 이번엔 오토루나에 대한 세간의 소문 좀 들려드릴까요?"
,"110110015","卫星城，民间传闻？","위성도시, 민간 소문?"
,"110110016","嘻嘻，可多着了。","히히, 정말 많다."
,"110110017","比如说有个叫“净化者”的传闻，据说是傀儡战争刚开始时帮助第一代奥托露娜女王建国的英雄。","예를 들어 '정화자'라는 소문이 있는데, 괴뢰전쟁이 처음 시작됐을 때 제1대 오토루나 여왕의 건국을 도운 영웅이라고 한다."
,"110110018","建国……英雄……？","건국…영웅…?"
,"110110019","详细资料都被禁止了，只有各种猜测和野史。","상세한 자료는 모두 금지됐고 온갖 추측과 야사만 있을 뿐이다."
,"110110020","而且还都是特别夸张的那种！","그것도 굉장히 과장된 것들이에요!"
,"110110021","比如说她们在AG没有诞生的时候，就作为战场尖兵不断击退傀儡了。","예를 들어 그들은 AG가 태어나기도 전에 전장의 첨병으로 끊임없이 괴뢰를 물리쳤다."
,"110110022","比如说奥托露娜建国后她们成立了一个组织，为卫星城的避难者无偿提供帮助。","예를 들어 오토루나가 건국한 뒤 조직을 만들어 위성도시 피난민들을 무상으로 돕고 있다."
,"110110023","比如说她们……","예를 들어 그녀들이라고 하면."
,"110110024","……","……"
,"110110025","德拉似乎不太感兴趣，没有什么回应。","델라는 별로 관심이 없는 듯 대꾸를 하지 않았다."
,"110110026","突然菲尔想到一个问题，纠结许久后，她还是向德拉发问了。","필은 한 가지 질문을 받고 한참을 고민한 끝에 드라에게 물었다."
,"110110027","德拉队长……成为傀儡后，你怎么想？","드라 대장… 꼭두각시가 되어서 어떻게 생각하세요?"
,"110110028","不太好形容，我一开始感觉自己还是人类……但和你们接触后，我看到了很多异样的眼光。","형용하기 쉽지 않아 처음엔 내가 인간이라는 생각이 들었는데…. 그래도 너희와 접촉하면서 이상한 눈초리를 많이 봤다."
,"110110029","或许我该坦然接受自己傀儡的身份。","어쩌면 나는 내 꼭두각시 같은 존재일지도 모른다."
,"110110030","我可以保证的是，我绝对不会把其他人变成傀儡。","내가 보증할 수 있는 것은, 나는 절대로 다른 사람을 꼭두각시로 만들지 않을 것이다."
,"110110031","这样……","이렇게..."
,"110110032","咚，还沉浸在思考中的菲尔被一颗小石子绊倒了。","쿵, 생각에 잠겨 있던 필은 작은 돌멩이에 걸려 넘어졌다."
,"110110033","啊——！","아-!"
,"110110034","菲尔？没事吧？","필? 괜찮아?"
,"110110035","没事，有点擦伤……","괜찮아, 약간 찰과상..."
,"110110036","继续赶路吧。","계속 길을 재촉해라."
,"110110037","地上的盒子是？","바닥에 있는 상자는?"
,"110110038","啊！","아!"
,"110110039","不好意思，是我的！","미안하지만, 내 거야!"
,"110110040","对了……德拉队长，你还记得它吗？","참...드라 대장님, 그거 기억나세요?"
,"110110041","哦，这也是那场中州战役独有的……抱歉了。","오, 이것도 저 중주 전투만의… 죄송합니다."
,"110110042","……","……"
,"110110043","……嗯，没关系。","...응, 괜찮아."
,"110110044","现在可以重新出发了吗？","이제 다시 출발해도 될까요?"
,"110110045","好的。","그래요."
,"110110046","德拉队长，其实我是奥托露娜来的。","델라 리더, 사실은 오토루나에서 왔어요."
,"110110047","嗯，这个你一开始说过了。","응, 그건 네가 처음에 말했잖아."
,"110110048","那场战役的东西你说了很多，但我……抱歉。","당신은 그 전투에 대해 많은 말을 했지만, 나는…죄송합니다."
,"110110049","不，其实我是想问一些人生上的问题。","아니오, 사실은 인생의 질문을 좀 하려고요."
,"110110050","人，生？","사람 생?"
,"110110051","不知道为什么，我的父母从我刚刚出生时就丢下了我。","왠지 모르지만 부모님은 내가 막 태어날 때부터 나를 두고 가셨다."
,"110110052","我被放在了孤儿院门口，然后我身边的纸条里写着我的名字——菲尔·弗艾瓦。","나는 고아원 입구에 놓여 있었고, 그리고 내 옆에 있는 쪽지에는 필 포에바라는 내 이름이 적혀 있었다."
,"110110053","……抱歉，你想问什么？","...죄송합니다,무엇을물어보고싶습니까?"
,"110110054","我恨透了自己的名字，菲尔·弗艾瓦……就像是要诅咒我永远失败一样。","내 이름이 미웠어, 필 프에바…. 영원한 패배의 저주라도 하듯."
,"110110055","……","……"
,"110110056","德拉队长，我……","드라 캡틴, 난..."
,"110110057","抱歉，我不知道怎么回答。","죄송하지만 어떻게 대답해야 할지 모르겠어요."
,"110110058","……是吗……","…그런가요."
,"110110059","我们到达目的地了，开始侦查吧。","목적지에 도착했으니 조사를 시작합시다."
,"110110060","是！","네!"
,"110110061","……","……"
,"110110062","侦查行动很顺利，没有被敌人所发现。","정찰은 적에게 들키지 않고 순조로웠다."
,"110110063","准备返回。","돌아갈 채비를 하다."
,"110110064","是！","네!"
,"110110065","砰，砰，砰——","팡,팡,팡-"
,"110110066","周遭的AG们突然攻击了起来。","주위의 AG들이 갑자기 공격하기 시작했다."
,"110110067","……？！","……？！"
,"110110068","你、你……你是……！","너, 너……너는…!"
,"110110069",,
,"110110070","尤……伊……","유…이…"
,"110110071","发现活体人类，开始斩杀行动。","생체 인류를 발견하고 참살 작전을 시작하다."
,"110110072","尤伊，尤伊，你忘记我了吗？！我是菲尔！","유이, 유이. 나 잊었어?!나는 필이다!"
,"110110073","然后那边的是德拉队长，都是第48军——","그리고 그쪽에 있는 것은 델라 대장, 모두 제48군이다."
,"110110074","……尤伊的弓箭瞄准了菲尔。","유이의 화살이 필을 겨누고 있었다."
,"110110075","我是AG-041F，其他的代号……不需要！","나는 AG-041F, 다른 코드네임... 필요 없어!"
,"110110076","确认敌意。","적의를 확인하다."
,"110110077","大家，将其消灭。","여러분, 소멸시키세요."
,"110110078","什……么……？","뭐..뭐..?"
,"110110079","你们曾经是伙伴啊！","너희들은 일찍이 친구였구나!"
,"110110080","尤伊，你真的忘记我了吗？！","유이, 너 정말 나 잊었어?!"
,"110110081","开始消灭目标","목표물을 없애기 시작하다"
,"110110082","强劲的风势忽然地停止了，然后——","세찬 바람이 갑자기 멎었다. 그리고 나서."
,"110110083","砰！砰！砰！","탕! 탕! 탕!"
,"110110084","一阵阵爆炸和刀剑碰撞产生的光轮，让本能躲进掩体的菲尔满脸虚汗。","한 차례 폭발과 도검이 부딪히면서 생긴 광륜에 본능적으로 벙커에 몸을 숨긴 필은 진땀을 흘렸다."
,"110110085","为什么……会这样……","왜 이럴까..."
,"110110086","明明……大家都是48军的成员……","분명...모두 48군 멤버인데..."
,"110110087","……另一方面，双子傀儡师的据点。","한편, 쌍두괴뢰사단의 거점."
,"110110088","厄里芬，究竟是怎么回事？","어레핀, 도대체 어떻게 된 일입니까?"
,"110110089","为什么……寄生型傀儡师会出现在这里？！","왜...기생형 괴뢰사단이 여기에 나타났을까?!"
,"110110090","■■■■■■——！","■■■■■■——！"
,"110110091","我怎么知道，我也一头雾水。","내가 어떻게 알아, 나도 어리둥절해."
,"110110092","这只傀儡师正在横冲直撞，快点阻止它，决不能让它破坏这里！","이 괴뢰 사단이 좌충우돌하고 있으니, 빨리 저지하여 결코 이곳을 파괴하게 해서는 안 된다."
,"110110093","不用你说。","말할 필요 없다."
,"110110094","全体人员，准备战斗！","전원, 전투 준비!"
,"110120000","确认目标失去行动力。","목표물이 행동력을 잃었음을 확인하다."
,"110120001","「纽带」的AG，去击破傀儡师的核心！","'고대'의 AG, 괴뢰사단의 핵심을 격파하라!"
,"110120002","交给我。","나한테 주세요."
,"110120003","最后一击！","마지막 한 방!"
,"110120004","零四的动能刀刃在寄生型傀儡师身上描绘出一道鲜艳的十字光轴。","기생형 괴뢰사단의 몸에는 4개의 손놀림이 선명하게 그려져 있다."
,"110120005","无穷无尽的火炮攻势形成了豪光瀑布。","무궁무진한 화포 공세가 호광폭포를 만들었다."
,"110120006","■■■■■■——！","■■■■■■——！"
,"110120007","很快傀儡就失去了反应，终于将其歼灭了……","곧 괴뢰는 반응을 잃고, 마침내 섬멸되었다."
,"110120008","不要放松，继续保持警戒。","긴장을 늦추지 말고 경계를 계속해라."
,"110120009","调查组，开始调查！","수사팀, 수사 시작!"
,"110120010","「纽带」的AG开始对傀儡师的残骸进行调查，而另一边……","유대의 AG는 괴뢰사단의 잔해 조사를 시작했고 다른 한쪽은."
,"110120011","……因为尤伊格斗型AG的特性，她很快就斩杀了大部分双子傀儡师的傀儡AG。","…유이그 투형 AG의 특성 때문에 그녀는 쌍둥이 괴뢰사단의 괴뢰 AG를 곧 대부분 죽였다."
,"110120012","敌人，在哪？","적, 어디 있습니까?"
,"110120013","德拉和菲尔躲在一个掩体中，德拉为机炮更换了零件，再次踏出掩体——","델라와 필은 벙커에 숨었고, 델라는 기포의 부품을 교체하고 다시 벙커를 빠져나왔다."
,"110120014","……德拉队长，不要……","...드라 리더, 싫어..."
,"110120015","菲尔，我必须战斗。","필, 나는 싸워야 한다."
,"110120016","看着德拉离去的背影，菲尔感觉内心有什么东西萌发了。","떠나가는 델라의 뒷모습을 보며 필은 뭔가 움트고 있음을 느꼈다."
,"110120017","……我……我要再一次看着大家去死了……","...나는…다시 한번 여러분을 보고 죽겠습니다…"
,"110120018","不行！","안돼!"
,"110120019","菲尔也离开了掩体，她拿出射流枪。","필도 벙커를 박차고 유류총을 꺼냈다."
,"110120020","——！","——！"
,"110120021","发射。","발사하다."
,"110120022","傀儡化的德拉和尤伊，不断战斗着。","괴뢰화된 드라와 유이는 끊임없이 싸우고 있다."
,"110120023","彼此都朝对方倾泻最大的火力，从城市残骸剥落出无数碎片砸向菲尔，就像是在警告她再靠近就会死一样。","서로에게 최대한의 화력을 쏟아붓고, 도시 잔해에서 수많은 파편이 떨어져 나와 필을 향해 더 가까이 가면 죽으라는 경고처럼 내리쳤다."
,"110120024","……这应该是极限距离了。","…한계거리일 것이다."
,"110120025","再靠近可能会被发现。","더 가까이 가면 들킬 수 있다."
,"110120026","菲尔解开了射流枪的保险，她对着了两人中的尤伊。","필은 유총의 안전장치를 풀고 둘 중 유이를 향해 있었다."
,"110120027","要救德拉队长的话，只有在这里对尤伊……","델라 대장을 구하려면 여기서만 유이에게."
,"110120028","我……","나는..."
,"110120029","菲尔把手搭在了扳机上。","필은 방아쇠에 손을 얹었다."
,"110120030","为了让身为普通人的菲尔能精确射击敌人，这把射流枪由「纽带」指挥官进行了改造，上面搭载了辅助机构，将自动帮使用者完成除了开枪以外的动作。","일반인 필이 적에게 정밀 사격을 할 수 있도록 벨트를 지휘관이 개조해 사용자가 총을 쏘지 않는 동작을 자동으로 할 수 있도록 했다."
,"110120031","我只要按下扳机就好……尤伊就会倒下……","난 방아쇠만 누르면 돼...유이는 쓰러져..."
,"110120032","德拉队长就能得救……我……","드라 리더는 구원을 받을 수 있다...나.."
,"110120033","我……","나는..."
,"110120034","别担心，我来打倒它。","걱정하지 마,내가 그것을 때려눕힐게."
,"110120035","哦？这次能好好说话了吗。","어? 이번엔 제대로 말할 수 있을까."
,"110120036","喂！你愣着干吗！","야! 너는 가만히 있으면서 뭐 하느냐!"
,"110120037","啊啊啊啊！","아아아아!"
,"110120038","（按动扳机）我！","(방아쇠를 누르며) 나!"
,"110120039","做不到——！","할 수 없다."
,"110120040","菲尔把枪收回，然后用尽全力跑向德拉。","필은 총을 거둬들이고 있는 힘을 다해 델라에게 달려갔다."
,"110120041","德拉队长，和我走！","데라 리더, 나랑 가자!"
,"110120042","……","……"
,"110120043","德拉并没有搭理菲尔，继续填充弹药，但菲尔准备强行扯着德拉逃跑。","델라는 아랑곳하지 않고 탄약을 계속 채워 넣었지만 필은 델라를 강제로 끌고 도망치려 했다."
,"110120044","而理所当然的，尤伊轻易就追了上来——","당연하게도 유이는 쉽게 따라붙는다-"
,"110120045","……砰！","…펑!"
,"110130000","调查结束了，全员降低为二级警戒。","조사가 끝나자 전원이 2급 경계로 격하되었다."
,"110130001","报告显示，傀儡师的运动轨迹像是在躲着什么东西，并非企图侵占这里。","보고서는 괴뢰사단의 운동 궤적이 마치 무언가를 숨기고 있는 것처럼 보여 이곳을 침공하려는 시도는 아니었다."
,"110130002","我也发现了……可完全无法理解，傀儡师需要躲避什么？","나도 발견했어… 도무지 이해가 안 돼. 괴뢰패당이 뭘 피해야 돼?"
,"110130003","寄生型傀儡师的规律无法掌握，也许它是个特例。","기생형 괴뢰사단의 규율이 파악되지 않는 것은 특례일지도 모른다."
,"110130004","我想询问你们，是否做好决定了？","나는 너희들에게 묻고 싶다.결정이 잘 되었니?"
,"110130005","那名叫卡佩拉的人类，傀儡化正在不断加深……傀儡侵蚀她身体的部分越多，越容易丢失记忆。","그 카펠라라는 인류, 괴뢰화가 심화되고 있다…괴뢰가 그녀의 몸을 갉아먹는 부분이 많을수록 기억을 잃기 쉽다."
,"110130006","指挥官！","지휘관!"
,"110130007","指挥官坐在轮椅上……由梅尔缓缓推了出来。","지휘관이 휠체어에 앉아…. 멜이 천천히 밀어냈다."
,"110130008","老大……暂时性回来啦！","첫째...잠시 돌아왔어!"
,"110130009","梅尔虽然努力保持着微笑，但脸上的泪痕格外明显。","멜은 애써 미소를 지었지만 얼굴에는 눈물 자국이 역력했다."
,"110130010","你就是「纽带」的真正指挥官……","당신이 바로 유대의 진정한 지휘관입니다."
,"110130011","那么，你的决定是什么，是否要通过我的方式治愈卡佩拉？","그렇다면, 당신의 결정은 무엇이며, 나의 방식으로 카펠라를 치유해야 하는가?"
,"110130012","我希望你先回答我一个问题。","나는 네가 먼저 내 질문에 대답해 주길 바란다."
,"110130013","可以。","할 수 있다."
,"110130014","你所谓治愈傀儡化的手段，其实是……","당신이 말하는 괴뢰화 치유 수단이란 것은……"
,"110130015","……菲尔拉着德拉逃跑后，她们马上就被尤伊追上了。","… 필이 드라를 끌고 도망치자 그녀들은 곧바로 유이의 추격을 받았다."
,"110130016","砰！","펑!"
,"110130017","随着一声冷兵器的重击，一个人了倒下。","차가운 병기의 펀센바 함께 한 사람이 쓰러졌다."
,"110130018","……！","……！"
,"110130019","尤伊！","유이!"
,"110130020","无法……活动……","활동할 수 없어..."
,"110130021","这么多年没回地表，想不到人类变得越来越惨了。","이렇게 오랫동안 돌아오지 못한 시계를 보니 인류가 점점 더 참담해질 줄이야."
,"110130022","甚至……会被两个傀儡耍得团团转。","심지어… 두 꼭두각시에 놀아날 수도 있다."
,"110130023","你是谁？说这些是什么意思？！","너 누구야? 무슨 소리야?!"
,"110130024","我救了你，却连一句谢谢都没换来。","구해줬는데 고맙다는 말 한 마디 안 바꿨어요."
,"110130025","你的皮肤很稚嫩，是奥托露娜的人？","당신의 피부는 매우 여리고, 오토루나의 사람?"
,"110130026","你……应该先回答我的问题！","당신은...내 질문에 먼저 대답해야 한다!"
,"110130027","阿尔玛。净化者的一员。","알마. 정화자의 일원."
,"110130028","净……净化者？","순...정화자?"
,"110130029","我们的时代真的变了。","우리 시대가 정말 변했다."
,"110130030","过去人们听到我们的名字不会是这种反应。","과거 사람들은 우리 이름을 듣고 이런 반응을 보이지 않았다."
,"110130031","你好——","안녕하세요——"
,"110130032","一个傀儡，居然装模作样的和我打招呼。","꼭두각시가 뜻밖에도 능청맞게 나에게 인사를 했다."
,"110130033","德拉在一瞬间，就被阿尔玛用棺木削去了双臂。","델라는 한순간에 알마의 관에 의해 두 팔을 깎였다."
,"110130034","喂！你做什么？！","야! 너 뭐 해?!"
,"110130035","德拉是同伴啊！","델라는 동반자야!"
,"110130036","同伴？你的？","동반자? 너의?"
,"110130037","哈哈哈哈哈。","하하하하하."
,"110130038","这女人！","이 여자!"
,"110130039","你到底是蠢呢，还是单纯的坏呢？","너는 도대체 미련한 것이냐, 아니면 단순히 나쁜 것이냐?"
,"110130040","那个东西，从头到尾——只是一具傀儡。","그 물건은 처음부터 끝까지-한낱 꼭두각시일 뿐이다."
,"110130041","你所谓治愈傀儡化的手段，其实是将生前者的档案、行为、语言……","당신이 말하는 괴뢰화 치유 수단이란, 사실은 전자를 낳을 문서, 행위, 언어."
,"110130042","通过傀儡金字塔式的阶层结构……完全灌输给傀儡化的那个人，对吗？","꼭두각시 피라미드식 계층구조를 통해…. 꼭두각시화된 그 사람에게 온전히 주입하는 것이 맞습니까?"
,"110130043","什……这样的话岂不是……","뭐 이런 말 아니겠어요."
,"110130044","你为什么会那么想呢？","당신은 왜 그렇게 생각합니까?"
,"110130045","根据你的说法，我的傀儡们应该不会自主行动才对。","너의 표현에 의하면 내 괴뢰들은 스스로 행동하지 않아야 옳다."
,"110130046","不，它们并不是在自主行动。","아니 자율적으로 움직이는 게 아니다."
,"110130047","因为你下达的两个命令是——","왜냐하면 당신이 내린 두 가지 명령은."
,"110130048","第一个，让傀儡模仿档案人物进行活动，并且还要根据档案的记录，说出相应的对话。","첫째, 괴뢰에게 기록물인물을 모방해 활동하게 하고 그 기록에 따라 그에 상응하는 대화를 말하게 한다."
