Confirmed, Source, KOR, HelpId
," 反应引擎套装：受到攻击时，每损失最大生命值的10%，增加自身5%行动条","반응 엔진 세트: 공격 시 최대 생명치의 10%손실 시마다 5%행동바우처 추가","100601"
," 反应装甲套装：受到攻击时，以20%概率对攻击者造成1回合眩晕状态","반응기갑세트 : 공격 시 20%확률로 공격자에게 1회전 현기증 발생","100601"
," 封锁套装：攻击时，以15%概率造成1回合封锁状态","봉쇄 세트 : 공격 시 15%확률로 1라운드 봉쇄 상태","100601"
," 攻击套装：攻击提升35%","공격 세트: 공격 35%향상","100601"
," 暴击套装：暴击提升12%","폭격 세트: 폭격이 12%증가함","100601"
," 状态命中套装：状态命中提升20%","컨디션 적중 세트 : 컨디션 적중 20%향상","100601"
," 状态抵抗套装：状态抵抗提升20%","상태저항세트: 상태저항 20%향상","100601"
," 生命套装：生命提升15%","라이프세트:라이프 15%향상","100601"
," 速度套装：速度提升25%","속도 세트: 속도 25%향상","100601"
," 防御套装：防御提升15%","방어세트 : 방어 15%향상","100601"
,"AG","AG","100700"
,"但是需要注意的是，RANK等级最多只能强化至8级，且已经提升过RANK的AG将无法作为材料使用。","다만 RANK 등급은 최대 8등급까지만 강화되고, 이미 RANK 등급이 올라간 AG는 재료로 사용할 수 없다는 점은 유의해야 한다.","100701"
,"修复：恢复我方角色的生命，保护我方角色生存","복구: 우리 캐릭터의 생명을 회복하고 우리 캐릭터의 생존을 보호합니다.","100701"
,"单个角色的援护攻击率上限最高为20%","개별 캐릭터의 원호 공격률 상한선은 최대 20%이다.","100701"
,"均衡：各方面能力都较为平均，能够适应各种场合的战斗","균형 : 각 방면의 능력이 균등하여 다양한 상황에서의 전투에 적응할 수 있다","100701"
,"强化【数据链】将会提升AG的RANK等级，同时为AG增加额外的属性。","데이터 체인을 강화하면 AG의 RANK 등급이 올라가고, AG에 추가적인 속성이 추가된다.","100701"
,"强袭：主要偏向为歼灭敌方角色，造成大量伤害","강습: 주로 적의 배역을 섬멸하는 쪽으로 치우쳐, 대량의 피해를 초래한다.","100701"
,"当指挥官获得相同的AG时，就可以对AG进行【数据链】","지휘관이 동일한 AG를 획득했을 때, AG에 대해 [데이터 링크]를 할 수 있다.","100701"
,"战术：在某些方面有其独到的特点，面对特殊的战斗场合都发挥出独到的作用","전술:어떤 면에서는 독특한 특징이 있어, 특수한 전투 상황에 직면하면 모두 독특한 역할을 발휘한다.","100701"
,"援护攻击：除自身以外的其他AG或机兵使用基础攻击技能时，将按照援护攻击率发动自身的基础攻击技能进行援护攻击","원호공격 : 자신을 제외한 다른 AG 또는 기병들이 기초공격 스킬을 사용할 경우, 원호공격률에 따라 자신의 기초공격 스킬을 원호공격할 것","100701"
,"攻击：使用攻击技能时，将按照攻击力的数值提升技能造成的伤害","공격: 공격 스킬 사용 시 공격력의 수치에 따라 스킬에 의한 상해를 향상시킵니다","100701"
,"数据链","데이터 링크","100701"
,"暴击伤害：当发生暴击伤害时，将按照暴击伤害等比提升暴击所造成的伤害量","폭격상해: 폭격상해가 발생했을 때 폭격상해 등에 비례하여 폭격에 의한 피해량을 증가시킨다.","100701"
,"暴击：使用攻击技能时，将按照暴击率来判定是否产生暴击","폭격: 공격 스킬 사용 시 폭격률에 따라 폭격 발생 여부 판정","100701"
,"状态命中：对目标施加负面效果时，将按照状态命中提升命中率","컨디션 명중 : 목표물에 부정적인 효과를 줄 경우 컨디션에 맞게 명중률을 높여준다","100701"
,"状态抵抗：收到负面效果时，将按照状态抵抗提升抵抗几率","상태저항: 부정적인 효과를 볼 경우 상태저항으로 저항 확률을 높입니다","100701"
,"生命：受到伤害时，生命值将降低，当生命值为0时，将无法继续战斗","생명: 상해를 입었을 때 생명치가 낮아집니다. 생명치가 0일 경우 더 이상 싸울 수 없습니다.","100701"
,"的强化。","의 강화입니다.","100701"
,"能力值","능력치","100701"
,"速度：战斗开始和敌我角色回合结束时，将会按照速度值提升自身行动条","스피드: 전투 시작과 피아역 라운드 종료 시 속도값에 따라 자신의 행동패턴을 끌어올릴 것","100701"
,"防卫：主要偏向为保护我方角色，承受敌方造成的伤害","방위: 주로 우리측 역할을 보호하기 위해, 적으로부터의 피해를 감수한다.","100701"
,"防御：受到攻击技能时，将按照防御力的数值降低受到的伤害","방어: 공격 스킬을 받았을 경우 방어력의 수치에 따라 피해를 줄임","100701"
,"AG们都拥有其不同的类型来适应不同的战斗，目前已知的类型都有着如下的特性：","AG들은 각기 다른 유형을 가지고 전투에 적응하고 있으며, 현재 알려진 유형들은 다음과 같은 특성을 가지고 있다.","100701"
,"AG属性","AG 속성","100701"
,"AG类型","AG타입","100701"
,"【中级解码芯片】","[중급 디코딩 칩]","100702"
,"【信物】","[신물]","100702"
,"【初级解码芯片】","[초급 디코딩 칩]","100702"
,"【高级解码芯片】","[고급 디코딩 칩]","100702"
,"与【勋章】","그리고 [훈장]","100702"
,"使用10个低级别的密钥来制作1个高级别的密钥，合成过程中会消耗一定数量的资金。","10개의 하위 키를 사용하여 1개의 상위 키를 만들면 합성에 많은 돈이 들게 됩니다.","100702"
,"功能","기능","100702"
,"升级所需的经验值可以在战斗当中获得，也可以通过消耗其他角色或者经验猫球来快速的提升经验值。","업그레이드에 필요한 경험치는 전투에서 얻을 수 있고, 다른 캐릭터나 경험 캣볼을 소모해 빠르게 올릴 수 있다.","100702"
,"可以通过消耗【解码芯片】","[디코딩 칩] 소모를 통해서","100702"
,"可用于提升三星AG的技能","삼성 AG의 기량 향상에 사용 가능","100702"
,"可用于提升五星AG的技能","오성 AG의 기량을 끌어올리는 데 사용할 수 있습니다.","100702"
,"可用于提升四星AG的技能","4성 AG의 기량을 끌어올리는 데 사용할 수 있습니다.","100702"
,"战姬的各项能力值与战姬等级关联紧密，当战姬的等级提升时，部分能力值也会随之上升。","전희의 각 능력치는 전희의 등급과 밀접한 관련이 있어 등급이 올라갈 때 일부 능력치도 함께 올라간다.","100702"
,"提升战姬科技需要消耗符合战姬属性的【密钥】","전희 기술을 향상시키려면 전희의 속성에 맞는 [키]를 소모해야 합니다.","100702"
,"提升科技所需的密钥可以在作战当中的【数据采集】获得。","과학기술 고도화에 필요한 키는 작전 중 [데이터 수집]에서 얻을 수 있다.","100702"
,"来提升AG的技能等级","AG의 스킬 레벨을 올려볼게요","100702"
,"若战姬等级达到上限，则可通过战姬进阶来提升等级上限，每次进阶将会提升战姬星级以及10级的等级上限，最高可提升至60级。若需要进阶，则需要按照进阶战姬的星级，消耗相同星级、等同于星级数量的战姬","전희 등급이 상한선을 넘으면 전희 등급이 올라가고, 한 단계 올라갈 때마다 전희 등급이 오르고, 10등급은 최고 60등급까지 올라간다.계단을 올라가려면, 계단을 올라가는 전희의 등급에 따라, 같은 별을 소모하는 것과 같은 수의 전희가 필요하다.","100702"
,"若缺少高级别的密钥，而低级别的密钥数量较多时，则可使用【密钥合成】","높은 키가 부족하고 낮은 키의 수가 많은 경우 [키 합성]을 사용할 수 있습니다.","100702"
,"若通过消耗其他角色来进行升级，相同属性的角色可以额外获得50%经验。","다른 캐릭터를 소모해 업그레이드하면 같은 속성의 캐릭터는 50%의 추가 경험을 얻을 수 있다.","100702"
,"通过战姬科技可以提高战姬的能力值，提升到特定进度可使技能得到进化。","전희테크를 통해 전희의 능력치를 높일 수 있고, 특정 진도로 진화할 수 있다.","100702"
,"AG升级","AG 업그레이드","100702"
,"AG强化","AG 강화","100702"
,"AG技能","AG기능","100702"
,"AG每进行一次技能等级的提升，都会强化技能的效果，而不同星级的AG提升技能等级所需要的【解码芯片】品质皆不相同。","AG는 매번 기능 레벨의 향상을 진행할 때마다 기능의 효과를 강화합니다. 별 등급과 달리 AG가 기능 레벨을 향상시키는데 필요한 [디코딩 칩]의 품질이 다릅니다.","100702"
,"AG科技","AG 테크놀로지","100702"
,"在不断的战斗中，指挥官将会与AG不断的提升羁绊，从而提升AG的【好感度】","끊임없는 전투에서 지휘관은 AG와 끊임없이 굴레를 키워 AG의 호감도도 높일 것이다.","100703"
,"在菜单的【编队】","메뉴의 [편대]","100703"
,"好感等级可以解锁AG新的语音以及背景故事。","호감 등급은 AG의 새로운 음성 및 배경 스토리 잠금을 해제할 수 있다.","100703"
,"指挥官可以在【战姬】","지휘관은 [전희]에서","100703"
,"指挥官可以在战姬列表当中对AG进行退役操作，获得可以兑换珍贵道具的【纪念章】，但该操作无法复原，请指挥官谨慎考虑。","지휘관은 전희목록에서 AG를 퇴역시켜 귀중한 도구로 바꿀 수 있는 기념도장을 받을 수 있지만 이 작업은 복구가 불가능하므로 지휘관은 신중을 기할 것을 당부했다.","100703"
,"界面中可以让拥有的AG们在战斗中出战。","인터페이스에서는 보유하고 있는 AG들이 전투에서 출전할 수 있다.","100703"
,"菜单中确认已拥有AG的信息和AG管理","메뉴에서 AG에 대한 정보와 AG 관리 확인","100703"
,"随着好感度的提升，可以提升AG的【好感等级】","호감도가 높아짐에 따라 AG의 [호감등급]을 높일 수 있습니다.","100703"
,"1. 可以确认AG的能力及拥有状态","1. AG의 능력 및 보유상태 확인 가능","100703"
,"2. 可以确认或变更AG持有的装备","2. AG가 보유하고 있는 장비를 확인하거나 변경할 수 있다","100703"
,"3. 可以进行AG科技提升及AG等级强化和技能强化","3. AG 테크놀로지 향상 및 AG 레벨 강화와 기능 강화 가능","100703"
,"4. 查看AG的详细信息及好感度","4. AG의 상세정보 및 호감도같이 보기","100703"
,"AG好感度","AG 호감도","100703"
,"AG浏览","AG 브라우징","100703"
,"AG管理","AG관리","100703"
,"战斗","싸우다","100800"
,"【主线剧情】是以主线故事为核心的玩法。","【줄거리】는 줄거리를 중심으로 한 놀이이다.","100801"
,"不同的章节将包含不同的战斗关卡，战斗的难度将会随着章节进度逐步提升,在章节页面可以看到普通难度和困难难度的攻略进度","각 챕터마다 다른 전투 관문을 포함할 것이며, 전투의 난이도는 챕터 진행에 따라 점차 높아지게 될 것이며, 챕터 페이지에서는 일반적인 난이도와 어려운 난이도의 공략 진도를 볼 수 있다.","100801"
,"主线战斗","주선 전투","100801"
,"作为奖励。","포상으로 삼다.","100801"
,"关卡类型","관문 종류","100801"
,"分支关卡：","분기점:","100801"
,"剧情关卡：","줄거리:","100801"
,"只在主线困难难度首通掉落哦，请指挥官不要错过。","본선이 어려운 경우에만 첫 통화가 떨어지므로 지휘관은 놓치지 마십시오.","100801"
,"可前往图鉴或章节右下方的剧情回顾","도감이나 챕터 오른쪽 아래에 가서 돌아볼 수 있다.","100801"
,"可在章节选择界面进行难度切换","챕터 선택 인터페이스에서 난이도 전환 가능","100801"
,"困难难度将有更加凶残的敌人。但是也有着更加丰富的奖励，请指挥官努力进行攻略吧！","어려운 난이도에는 더욱 흉포한 적이 있을 것이다.하지만 더 풍부한 인센티브도 있으니 지휘관들이 열심히 공략해 보라.","100801"
,"当完成全部章节目标，观看完剧情时将达到100%。","챕터 목표를 모두 채우고 극을 끝까지 볼 때 100%가 된다.","100801"
,"当指挥官首次完成规定的目标时将会得到【锻素结晶】","지휘관이 처음으로 규정된 목표를 달성했을 때 [단조 결정]을 얻게 된다.","100801"
,"战斗关卡：","전투 관문:","100801"
,"最基础的战斗关卡，部分战斗关卡包含剧情","가장 기초적인 전투 관문, 일부 전투 관문에는 극이 포함되어 있다.","100801"
,"来再次观看剧情","다시 한 번 볼게요","100801"
,"根据主线故事的进度将分为不同的章节，完成上一章节的最后一关或特殊任务可解锁下一章节。主线剧情尚未完全开放，将会不断的更新扩展新的章节。","줄거리 진도에 따라 장(章)이 나뉘며, 이전 장(章)의 마지막 관문이나 특수임무를 수행하면 다음 장(章)이 해제된다.줄거리는 아직 완전히 개방되지 않았으며, 계속 업데이트되어 새로운 장을 확장할 것이다.","100801"
,"概要","개요","100801"
,"此关卡的最终敌人将为此章节的BOSS，难度将高出其他关卡","이 관문의 최종 적들은 다른 관문보다 더 어려울 것입니다.","100801"
,"每当进行战斗关时，将会在准备界面显示该关卡的战斗目标。","전투가 진행될 때마다 준비 인터페이스에 이 관문의 전투 목표가 표시된다.","100801"
,"点击主线剧情进入【章节选择界面】","줄거리 클릭해서 [장절 선택 인터페이스]","100801"
,"独立于主线的战斗关卡","본선에서 독립된 전투 관문","100801"
,"章节目标","장절 목표.","100801"
,"章节选择","챕터 선택","100801"
,"舰队升级所需要的白银圆币","함대 승격에 필요한 은화.","100801"
,"讲述主线剧情的剧情关卡，不包含战斗,观看后剧情关将消失。","주요 줄거리를 다루는 극의 관문은 전투를 포함하지 않으며, 시청 후 관문은 사라진다.","100801"
,"随着任务目标完成数量的增加，将会解锁当前章节的目标奖励。","작업 대상 완료 수가 증가함에 따라 현재 챕터의 대상 보상을 해제합니다.","100801"
,"难度切换","난이도 전환","100801"
,"BOSS关卡：","보스 게이트웨이:","100801"
,"【异化航点】的战斗与常规情况有着明显的不同，AG双方在战斗中将会受到异化因子的影响，获得增益或减益。需要指挥官灵活调整队伍，快速适应不同的战场，指引AG们获得胜利。","AG 양측은 전투에서 이화인자의 영향을 받아 증익 또는 감익을 얻을 것이 확실시된다.지휘관이 전열을 유연하게 조정하고 서로 다른 전장에 빠르게 적응해 AG들의 승리를 이끌어야 한다.","100802"
,"【异变航点】每周都会进行刷新","[이변항로] 매주 새로워지고 있습니다","100802"
,"【数据采集】将会在每星期不同的时间开放不同的阶段，根据指挥官攻略的种类以及阶段的不同，所掉落的密钥种类和品质也会不同。","[데이터 수집] 매주 다른 시간에 단계가 개방되며 지휘관이 공략하는 종류와 단계에 따라 떨어지는 키의 종류와 품질이 달라진다.","100802"
,"【数据采集】由三种不同的战斗类型组成，","[데이터 수집]은 세 가지 다른 전투 유형으로 구성되어 있다.","100802"
,"【热熔裂缝】会在每月1日自我修复重置","[열융균열] 매월 1일 자가 리셋을 합니다.","100802"
,"【热熔裂缝】是一条位于地下的柱状管道，可深入地下共计100层。随着深入裂缝，将会面对越来越强的敌人，同时也会得到更加丰厚的奖励。","[열융균열]은 지하에 있는 기둥 모양의 배관으로 지하에 100층까지 들어갈 수 있다.균열이 깊어질수록 점점 더 강해지는 적을 상대하고 더 후한 포상도 받게 된다.","100802"
,"【目标歼灭】的阶段越高，所消耗的能源便越高，BOSS难度也会随之提升。所能够获得的装备将会随着阶段的不同有所变化","목표물 섬멸 단계가 높아질수록 소비 에너지가 높아지고 보스도 어려워진다.획득할 수 있는 장비는 단계에 따라 달라질 것이다.","100802"
,"【资源获取】共分为捕获猫球，赏金任务两种玩法。每种玩法在完成后都会掉落相对应的大量资源。","【자원획득】은 캣볼을 잡는 일, 상금놀이 두 가지로 나뉜다.각각의 플레이는 완성된 후에 그에 상응하는 많은 양의 자원을 떨어뜨린다.","100802"
,"作战","싸우다","100802"
,"刷新后所有航点的异化因子都会变化，未知航点的敌人也会产生变化，同时刷新奖励。","새로 고치면 모든 항간의 이화인자가 변하고, 미지의 적도 변하고, 보상도 새로 고친다.","100802"
,"刺激剂强化效果即能维持一次作战，当通过该层或是战斗失败退出，资金都将会被消耗，强化效果也会消失。","자극제 강화 효과는 한 번의 작전 유지로 이어지며, 이 층을 통과하거나 전투에 실패하면 자금이 소진되고 강화 효과도 사라진다.","100802"
,"刺激剂：指挥官可以消耗资金获得刺激剂的强化效果，刺激剂将会按百分比提升AG的攻击、生命与防御，强化效果将会覆盖全部出战AG。","자극제: 지휘관은 돈을 들여 자극제의 강화효과를 얻을 수 있고 자극제는 AG의 공격과 생명, 방어, 강화효과가 AG에 모두 투입된다.","100802"
,"奖励：每当完成航点当中的关卡时，都能够获得奖励；完成航点当中的全部关卡时，还能够获得额外奖励，每个关卡和航点的奖励每周只能够获得一次。","보상 : 항로상의 관문을 다 채울 때마다 보상을 받을 수 있으며, 항로상의 관문을 모두 채울 때는 추가 보상을 받을 수 있으며, 각 관문과 항로마다의 보상은 주 1회만 받을 수 있다.","100802"
,"异化因子：【异化因子】是异变航点当中的独特效果，AG双方在战斗中将会受到【异化因子】的影响，获得增益或减益。【异化因子】所产生的效果会随着航点的不同而变化，同时也会随着每周的刷新而重新生成不同的异化因子，产生不同的效果。","이화인자: 이변항점에서의 독특한 효과입니다. AG 양측은 전투에서 이변인자의 영향을 받아 이득이나 감익을 얻을 수 있습니다.【이화인자】에 의한 효과는 운항지점에 따라 달라질 수 있으며, 매주 새로워짐에 따라 다른 이화인자를 생성하는 등 다른 효과를 낼 수 있습니다.","100802"
,"异化航点","이화항로","100802"
,"指挥官可以前往【数据采集】当中获得提升战姬科技所需的密钥","지휘관은 전희기술을 고도화하는데 필요한 키를 얻기 위해 [데이터 수집]에 갈 수 있다.","100802"
,"捕获猫球：获得大量【猫球】","캣볼 잡기: 대량 획득","100802"
,"数据采集","데이터 수집","100802"
,"歼灭的BOSS不同，能够获得装备和武装属性也会有所不同。","섬멸하는 보스에 따라 장비 획득과 무장 속성이 달라진다.","100802"
,"每种战斗类型对应不同的属性","전투 종류마다 다른 속성 대응","100802"
,"每种资源获取关卡的第一次掉落都会获得超额掉落 ","모든 종류의 자원 획득 관문의 첫 번째 낙하는 모두 초과 낙하를 얻을 수 있다.","100802"
,"热熔裂缝","열융균열","100802"
,"目标歼灭","목표를 섬멸하다.","100802"
,"航点：异化航点当中共计10个常规航点与5个未知航点，每个航点将包含5个不同的关卡，每个关卡将包含不同的敌人，通过全部关卡后完成该航点。常规航点的敌人不会随每周刷新而变化，而未知航点的敌人将会随着每周的刷新而产生变化。","항로: 이화항로 중 총 10개의 정규항로와 5개의 미지의 항로. 각 항로마다 5개의 다른 관문을 포함하고, 각각의 관문에는 서로 다른 적들을 포함하며, 모든 관문을 통과한 후 이 항로를 완성한다.정기 운항 지점의 적은 매주 새로워지는 것에 따라 달라지지 않으며, 미지의 적은 매주 새로워지는 것에 따라 달라질 것이다.","100802"
,"资源获取","자원 획득","100802"
,"资源获取关卡没有次数限制，超额掉落次数每日刷新。","자원 획득 관문은 횟수 제한이 없으며, 초과 낙하 횟수는 매일 새로 고칩니다.","100802"
,"赏金任务：获得大量【资金】","상금 미션 : 대량 획득","100802"
,"通过【异化航点】可以获得各种稀有奖励。","[이화항로]를 통해 각종 희귀한 보상을 받을 수 있다.","100802"
,"通过【目标歼灭】,可以获得AG所需的各种装备。","[표적 섬멸]을 통해 AG에 필요한 각종 장비를 획득할 수 있다.","100802"
,"重置后指挥官必须重新从1层开始挑战，每层的奖励也会刷新。","리셋 후 지휘관은 1층부터 다시 도전해야 하고, 각 층의 인센티브도 새로워진다.","100802"
,"阶段越高，所能获得的装备星级便越高。歼灭的BOSS种类不同，所能够获得的装备武装也不同。","단계가 올라갈수록 얻을 수 있는 장비의 등급이 높아진다.섬멸된 보스의 종류에 따라 획득할 수 있는 장비 무장도 다르다.","100802"
," 超过一次的攻略只会获得常规掉落","한 번 넘게 공략하면 그냥 떨어지는 거예요","100802"
,"【压制暗区】是面向有经验的指挥官所准备的高难作战行动，请指挥官做好准备.","[암흑지대를 제압하라]는 경험있는 지휘관들을 위한 고난도 작전이다.","100803"
,"压制暗区","암흑 지역을 제압하다.","100803"
,"因为每个生物个体的“傀儡化”速度不同，在特地情况下，生物死亡后“傀儡化”也会继续进行。","생물개체마다 '괴뢰화'속도가 다르기 때문에 특별한 경우 생물이 죽은 후에도 '괴뢰화'는 계속된다.","100803"
,"如果战斗结束，那些正在发生“傀儡化”的生物遗骸没有被探测和回收的话，就会形成傀儡暗区。","전투가 끝나고 '괴뢰화'가 일어나고 있는 생물학적 유해가 탐지·수거되지 않을 경우 괴뢰 암구가 형성될 수 있다.","100803"
,"高难挑战","고난도 도전","100803"
,"【压制暗区】是面向有经验的指挥官所准备的高难作战行动，请指挥官做好准备.","[암흑지대를 제압하라]는 경험있는 지휘관들을 위한 고난도 작전이다.","100804"
,"压制暗区","암흑 지역을 제압하다.","100804"
,"因为每个生物个体的“傀儡化”速度不同，在特地情况下，生物死亡后“傀儡化”也会继续进行。","생물개체마다 '괴뢰화'속도가 다르기 때문에 특별한 경우 생물이 죽은 후에도 '괴뢰화'는 계속된다.","100804"
,"如果战斗结束，那些正在发生“傀儡化”的生物遗骸没有被探测和回收的话，就会形成傀儡暗区。","전투가 끝나고 '괴뢰화'가 일어나고 있는 생물학적 유해가 탐지·수거되지 않을 경우 괴뢰 암구가 형성될 수 있다.","100804"
,"总力挑战","총력으로 도전하다.","100804"
,"自定义桌面","사용자 정의 데스크톱","100900"
,"主线CG：通过完成主线关卡，观看主线剧情，解锁可用主线CG桌面。","주선 CG: 주선 관문을 완료하고 주선 줄거리를 보며 잠금을 해제하면 주선 CG 데스크톱을 사용할 수 있습니다.","100901"
,"其他：通过达成特定解锁条件，解锁特殊桌面。","기타: 특정한 잠금 해제 조건을 달성하여 특수 데스크톱의 잠금을 해제합니다.","100901"
,"可以更换当前序列桌面。","현재 시퀀스 데스크톱을 바꿀 수 있습니다.","100901"
,"可开启live2d以及调整CG作为桌面时的大小和位置。若所选桌面没有live2d，则无法使用此选项。","live2d를 열 수 있고 데스크톱으로 CG를 사용할 때의 크기와 위치를 조정할 수 있다.선택한 데스크톱에 live2d가 없으면 이 옵션을 사용할 수 없습니다.","100901"
,"当使用人物立绘作为桌面时，点击此处可以更换人物立绘的背景；若使用CG作为背景，则该按钮无法使用。","바탕화면으로 인물 세팅을 사용할 때 배경화면을 바꿀 수 있습니다. 배경화면으로 CG를 사용할 경우 이 단추를 사용할 수 없습니다.","100901"
,"桌面展示","데스크톱 디스플레이","100901"
,"桌面解锁","데스크톱 잠금 해제","100901"
,"活动CG：通过完成活动关卡，观看活动剧情，解锁可用活动CG桌面。若错过限时活动，则可能暂时无法解锁活动CG。","이벤트 CG: 이벤트 관문을 완료하고, 이벤트 스토리를 보며, 활성 CG 데스크톱을 잠금 해제합니다.제한 시간 활동을 놓치면 일시적으로 활성 CG 잠금을 해제할 수 없습니다.","100901"
,"点击下方的DIY模式","아래 DIY 모드를 클릭합니다.","100901"
,"点击主界面左上方的桌面更换按键，即可进入DIY界面，使用已解锁的AG和CG背景替换主界面的桌面。","주 인터페이스 왼쪽 위의 데스크톱 교체 단추를 누르면 DIY 인터페이스로 들어가서 잠금이 해제된 AG와 CG 배경을 사용하여 주 인터페이스의 데스크톱을 교체할 수 있습니다.","100901"
,"点击更换按钮","바꾸기 버튼 클릭","100901"
,"点击更换按钮旁边的背景按钮","바꿈 버튼 옆에 있는 배경 단추를 클릭하십시오","100901"
,"角色：可使用已解锁的AG以及涂装，替换主界面桌面。同时可使用背景按钮更换AG所在的背景。","역할: 잠금 해제된 AG와 도장을 사용하여 주 인터페이스 데스크톱을 대체할 수 있습니다.아울러 배경버튼을 이용하여 AG가 위치한 배경을 교체할 수 있다.","100901"
,"进入当前展示界面，可在此界面开启DIY模式以及调整桌面展示顺序","현재 디스플레이 인터페이스로 들어가서 DIY 모드를 켜고 데스크톱 디스플레이 순서를 조정할 수 있습니다.","100901"
,"通过拖动已经配置的桌面，可以调整其在主界面的展示顺序。","설정된 데스크톱을 드래그하여 주 인터페이스에서 보여 주는 순서를 조정할 수 있습니다.","100901"
,"DIY","DIY","100901"
,"舰队","함대","101000"
,"【母舰】是AG在战斗之余的生活与活动地点，指挥官可以将拥有的AG入住进母舰当中的不同房间。","모함(母艦)은 AG가 전투 후 생활과 활동을 하는 곳으로 지휘관이 보유한 AG를 모함에 투숙시킬 수 있는 다른 방이다.","101001"
,"不同的家具套装将会提供不同的舒适度加成，指挥官可以在仓库中确认拥有的家具套装","가구 세트별로 상이한 승차감을 제공하므로 지휘관이 창고에서 보유 가구 세트를 확인할 수 있습니다.","101001"
,"即可将已拥有的AG入住进母舰当中。","보유중인 AG를 모함에 입주시킬 수 있습니다.","101001"
,"即可更换家具套装。","가구 세트 교환 가능합니다.","101001"
,"同时，主舰当中还有各种各样的家园事件，当指挥官与AG的好感度达到一定等级或是达成触发条件，即可在家园当中观看独特的故事。","또 지휘관과 AG의 호감도가 일정 수준 이상이거나 조건을 충족하면 독특한 이야기를 볼 수 있는 다양한 주거지 사건도 있다.","101001"
,"家园事件：在主舰当中点击已入住的AG，即可与AG进行【家园互动】","홈스테이 사건: 메인함에서 기착한 AG를 클릭하면 AG와 상호작용을 할 수 있습니다.","101001"
,"当家园等级为1级时，将会计算指挥官仓库中舒适度最高的1件家具套装的舒适度，作为母舰的总舒适度。\n当家园等级为2级时，将会计算指挥官仓库中舒适度最高的2件家具套装的舒适度，作为母舰的总舒适度。\n当家园等级为3级时，将会计算指挥官仓库中舒适度最高的3件家具套装的舒适度，作为母舰的总舒适度。\n当家园等级为4级时，将会计算指挥官仓库中舒适度最高的4件家具套装的舒适度，作为母舰的总舒适度。\n当家园等级为5级时，将会计算指挥官仓库中舒适度最高的5件家具套装的舒适度，作为母舰的总舒适度。","홈 등급이 1등급일 경우 지휘관 창고 중 가장 안락한 가구 1종 세트의 쾌적도를 계산해 모함의 총 쾌적함으로서의 총 쾌적도를 계산한다.\n홈 등급이 2등급일 경우 지휘관 창고 중 가장 쾌적도가 높은 가구 2종 세트의 쾌적도를 계산해 모함의 총 쾌적도를 계산한다.\n홈 등급이 3등급일 경우 지휘관 창고 중 가장 안락한 가구 3종 세트의 쾌적도를 계산해 모함의 총 쾌적함으로서의 총 쾌적도를 계산한다.\n홈 등급이 4등급일 경우 지휘관 창고 중 가장 안락한 가구 4종 세트의 쾌적도를 계산해 모함으로 삼는다.\n홈 등급이 5등급일 경우 지휘관 창고 중 가장 쾌적도가 높은 가구 5종 세트의 쾌적도를 계산해 모함으로 삼는다.","101001"
,"母舰","모함","101001"
,"点击【配置】","[배치] 클릭하기","101001"
,"舒适度","쾌적도","101001"
,"舒适度为300-500时，战斗结算时所结算的好感度+1\n舒适度为501-1000时，战斗结算时所结算的好感度+2\n舒适度为1001-1500时，战斗结算时所结算的好感度+3\n舒适度为1501以上时，战斗结算时所结算的好感度+4","쾌적도가 300-500인 경우 전투 결제 시 호감도 1\n쾌적도가 501-1000인 경우 전투결제시 결제 호감도 2\n쾌적도가 1001-1500인 경우 전투 결제 시 호감도 3\n1501 이상 쾌적할 경우 전투 결제 시 호감도 4","101001"
,"舒适度加成：随着母舰等级的提升，家园的舒适度也会随之提升，具体规则如下","쾌적도 플러스 : 모함 레벨의 상승에 따라 집안의 쾌적도 향상됩니다. 구체적인 규칙은 다음과 같습니다.","101001"
,"舒适度所提供的的好感度加成如下：","쾌적도가 제공하는 호감도는 다음과 같이 가산한다.","101001"
,"装修与配置","인테리어 및 배치","101001"
,"装修与配置：进入母舰，点击【装修】","인테리어 및 사양 : 모함에 입항, 클릭 [인테리어]","101001"
,"<i><size=16><color=#ff4242>Tips:即使没有将战斗AG配置进母舰当中，同样可以受到母舰提供的好感度加成。</color></size></i>","<i><size=16><color=#ff4242>팁스: 전투AG를 모함 속에 넣지 않아도 모함으로부터 호감도를 더 받을 수 있다.</color></size></i>","101001"
,"<i><size=16><color=#ff4242>Tips:舒适度计算将以指挥官仓库当中舒适度从高到低作为根据。即使没有将高舒适度的家居套装设置到母舰当中，也会将仓库中舒适度最高的家居套装计算到总好感度当中。</color></size></i>","<i><size=16><color=#ff4242>팁스(Tips): 컴포트 컴퓨팅은 커맨드 창고에서 컴포트 수준이 높은 것을 근거로 한다.쾌적도가 높은 홈수트를 모함에 설치하지 않아도 창고에서 가장 쾌적도가 높은 홈수트를 총 호감도에 계산한다.</color></size></i>","101001"
,"【探索舰】是舰队中可以将AG进行派遣，采集资源的设施。","탐색함은 함대에 AG를 파견해 자원을 채취할 수 있는 시설이다.","101002"
,"不同的派遣任务所消耗的时间、条件、奖励都有所不同，请指挥官合理规划。","파견 임무에 따라 시간·조건·포상이 다르니 지휘관이 합리적으로 계획해 달라.","101002"
,"军备舰","군비함","101002"
