Confirmed, Source, KOR
,"爱丽丝，你做的很好。","앨리스, 잘했어요."
,"爱丽丝，战斗至今很不容易吧。","앨리스, 아직 싸움은 쉽지 않겠지."
,"特斐尔，我不会交出AG指挥权。","토이펠, 나는 AG 지휘권을 주지 않겠다."
,"现在，已经到人类反击的时候了。","이제 인류가 반격할 때가 됐다."
,"电影院？","영화관?"
,"留在我的身边。","내 곁에 있어줘."
,"相信我。","날 믿어요."
,"相信我，我不会有事的。","믿어줘, 난 아무 일 없을 거야."
,"相信零四，相信我吧。","4를 믿고 나를 믿어라."
,"看来不得不战了。","싸우지 않을 수 없을 것 같다."
,"看来赶上了。","따라잡았나 보다."
,"真可惜……","아쉽네요."
,"真是我的荣幸。","영광입니다."
,"瞄准，射击。","조준 사격."
,"破坏它。","그것을 파괴하다."
,"私闯民船啊……","민간선박에 밀입선이야..."
,"突入湛蓝都市，立即救出未被侵蚀的人。","짙푸른 도시에 뛰어들어 침식되지 않은 사람들을 즉시 구출한다."
,"第一个选项。","첫 번째 옵션입니다."
,"第一个问题。","첫 번째 질문."
,"第三个选项。","세 번째 옵션입니다."
,"第二个选项。","두 번째 옵션입니다."
,"第二个问题。","두 번째 문제."
,"等有机会再说吧。","기회가 되면 다시 이야기합시다."
,"等等。","등이 있다."
,"等等我啊，我也要去！","기다려줘, 나도 갈 거야!"
,"等等！","잠깐만!"
,"等等，请先给我说明一下状况。","잠깐, 먼저 상황을 설명해 주세요."
,"答应她吧，蕾拉。","들어줘, 라일라."
,"答案是——磁力。","답은 자력이다."
,"红衣国王和水晶剑是什么？","붉은 옷의 왕과 수정검은 무엇입니까?"
,"红酒保镖","와인 보디가드"
,"给我来一根不会化的雪糕。","녹지 않는 아이스크림 하나만 주세요."
,"继续对它进行火力压制。","화력 제압을 계속하다."
,"维系所有人的力量，在阵线联合与奥托露娜之间建立联盟。","모두의 힘을 묶어두고 전선 연합과 오토루나의 연대를 구축한다."
,"考试，可以让没有身份的人——","시험, 신분 없는 사람을"
,"而且我们还有更重要的任务。","더 중요한 과제가 있다."
,"而我们就是为了解决这股能量到来的。","우리는 그 에너지를 해결하기 위해 왔다."
,"背诵罗马皇帝姓名","로마 황제의 이름을 외우다"
,"能控制裂缝的这位魔法少女，你在听吗？","금이 간 걸 제어할 수 있는 이 마법 소녀, 듣고 있나요?"
,"艾莉卡，你自己是怎么想的？","엘렉트라, 네 생각은 어때?"
,"若脱离肉体，原本人类的死与生就不再有意义。","육체를 떠나면 인간의 죽음과 삶은 본래 의미가 없다."
,"菲尔，你真的做得很棒。","필, 정말 잘했어."
,"菲尔，你要回奥托露娜？","필, 오톨루나로 돌아갈 거야?"
,"蓝色利特梅德","블루 리트메드"
,"蕾拉……我都听着……","라일라…다 들어요…"
,"蕾拉……有她的苦衷。","라일라...고충이 있다."
,"蕾拉好凶的，你得说服她才行哦。","라일라 사나워. 설득해야 돼."
,"蕾拉，你没事吧？","라일라, 괜찮아?"
,"蕾拉，你退到后面去，这里让奎因来吧。","라일라, 뒤로 물러나, 여기에 퀸을 오게 해라."
,"蕾拉，是这样的……","라일라, 그랬는데..."
,"蕾拉，有些疼……","레일라, 좀 아파..."
,"蕾拉，能遇到你真是太好了。","레일라, 너를 만나서 정말 좋았어."
,"虽然没什么厨艺……","요리솜씨는 별로 없지만..."
,"被你发现了。","너에게 들켰다."
,"要一起悼念吗？","같이 추모하실래요?"
,"要平安回来。","무사히 돌아오세요."
,"要等多久？","얼마나 기다려야 해?"
,"解析微积分","해석미적분"
,"让你久等了，妮欧。","오래 기다리게 했네, 니오."
,"让我来解释吧。","제가 설명해 드리겠습니다."
,"记不太清了","잘 기억나지 않는다"
,"讲述哲学的历史","철학의 역사를 진술하다."
,"询问柯南结局","코난의 결말을 묻다"
,"请快点提供证词。","빨리 증언해 주세요."
,"请把我变成傀儡。","나를 괴뢰로 만들어 주세요."
,"请把话说明白。","말을 분명하게 하세요."
,"谢谢","감사합니다."
,"谢谢。","감사합니다."
,"谢谢你……卡佩拉。","감사합니다…카펠라."
,"谢谢你。","감사합니다。"
,"谢谢你们，不过……为什么我无法发起通讯？","고맙지만…왜 나는 통신을 못하나요?"
,"贝妮：反正小粉肯定是……","베니:어차피 팬은..."
,"贝妮：就是小粉专属骑枪「冈格尼尔」！","베니: 바로 팬덤 전용 라이딩 '곤게니얼'!"
,"贝妮：我只说我记得最清楚……","베니:내가 기억한다고만 했지..."
,"超时——","시간 초과——"
,"车到山前必有路。","하늘이 무너져도 솟아날 구멍은 있다."
,"辩方准备完毕。","변론 측의 준비가 끝나다."
,"辩方没有疑问，请直接下达判决。","변론 측은 의심의 여지가 없으니 직접 판결을 내려 달라."
,"还有什么遗憾吗？","아쉬움이 또 있습니까?"
,"这么直的钩都要咬？","이렇게 곧은 갈고리까지 다 물려고?"
,"这关系到我最重要的她们……","이것은 나의 가장 중요한 그녀들과 관계된다…."
,"这几人都搜过身了吗？","이 몇 사람 모두 몸수색을 했습니까?"
,"这就是你背叛阵线的理由？","이것이 당신이 전선을 배반한 이유입니까?"
,"这明显是个陷阱啊。","이것은 분명히 함정이다."
,"这是克拉丽丝的命运。","클라리스의 운명이다."
,"这是唯一的办法。","이것이 유일한 방법이다."
,"这样就够了。","이 정도면 충분합니다."
,"这次的谜题，并不复杂。","이번 수수께끼는 결코 복잡하지 않다."
,"这艘「奥特兰德号」的航行里程居然是0。","이 오트랜드호의 항행 거리는 뜻밖에도 0이다."
,"这里就交给那两个孩子吧。","여기서는 그 두 아이에게 맡기시오."
,"选1妮欧","선택1네오"
,"选2蕾拉","선택2레이라"
,"选3梅尔","선택3멜"
,"那个空间波动应该是裂缝吧。","그 공간의 파동은 금이 간 것이겠지."
,"那个，好像有股视线一直在盯着我们……","저, 시선이 계속 우리를 쳐다보고 있는 것 같은데..."
,"那么奥托露娜的贵族骑士为什么要支援「纽带」呢？","그렇다면 오토루나의 귀족 기사들은 왜 「고리」를 지원했을까?"
,"那么突然？！","그럼 갑자기?!"
,"那就是你说的“奇迹”。","그것이 바로 당신이 말하는 '기적'이다."
,"那座“民宅”在阵线档案中是奥托露娜大使馆。","그 민가는 전선 기록에 오토루나 대사관으로 나와 있다."
,"那座“民宅”没什么特别的。","그 민가는 별것 아니다."
,"那时我的身体反应和6年前一样，简直像是魔法。","그때 내 몸 반응은 6년 전과 똑같은 마법이었다."
,"酸面包","시큼한 빵"
,"陈述“旧时代酒馆老板的证言”。","“구시대 술집 주인의 증언”이라고 진술했다."
,"难道是疯狂科学家的疯狂实验？","광적인 과학자의 광적인 실험인가."
,"难道有人在傀儡出现的瞬间立刻就消灭了它？","괴뢰가 나타나자마자 없애버리는 사람이 있는가."
,"难道裂缝章鱼曾经是……","금이 간 낙지가 그랬을까."
,"零四，我还需要一些时间。","넷, 시간이 좀 더 필요합니다."
,"需要理由吗？","이유가 필요합니까?"
,"需要的话，我可以借给你肩膀。","필요하다면 어깨를 빌려 드릴 수 있어요."
,"鞋印上面的血迹是谁的？","신발 자국 위의 핏자국은 누구의 것입니까?"
,"音像店？","음상점?"
,"首脑至今没有解决愤怒，背后原因是？","정상이 아직도 분노를 풀지 못하는 배경에는?"
,"骑枪","기창"
,"高于一切，但没有高于我。","무엇보다도 나보다 높지는 않다."
,"麻烦大家了。","여러분께 폐를 끼쳤습니다."
,"（下意识查看自己身体）","(의식적으로 자신의 몸을 살펴본다)"
,"（任由克拉丽丝让自己顺势开枪）","(크라리스가 쏜 김에 쏘도록 내버려둬)"
,"（伸出手）","(손을 내밀어)"
,"（向阿尔玛敬礼）","(알마에게 경례)"
,"（尊重妮欧的想法）","(니오의 생각을 존중한다)"
,"（快速离开）","(빠르게 떠나가"
,"（憋笑）","(웃음을 참는다)"
,"（打开舱门）","(선실문 열기)"
,"（扔掉手枪）我不会伤害妮欧。","(권총을 내던지며) 니오를 해치지 않겠다."
,"（扣下扳机。）","(방아쇠를 당긴다.)"
,"（扣动扳机）只好让妮欧解脱了。","(방아쇠를 당기며) 니오를 풀어줄 수밖에 없었다."
,"（接过纸张）","(종이를 받아)"
,"（推开蕾拉。）","(레일라를 밀어준다.)"
,"（提交证据）“旧时代”酒吧老板的证词。","(증거 제출) 구시대 술집 주인의 증언."
,"（摇响船铃）","(선령 흔들기)"
,"（摸妮欧的头）","(니오의 머리를 쓰다듬는다)"
,"（摸摸妮欧的头）","(니오의 머리를 쓰다듬으며)"
,"（摸摸特斐尔的头。）","(토이펠의 머리를 쓰다듬는다.)"
,"（无奈的笑笑）","(허탈한 웃음)"
,"（无法开枪）","(쏘지 못해)"
,"（注视维多利亚）","(빅토리아를 바라보며)"
,"（用行动将妮欧抢过来）","(행동으로 니오를 뺏어와)"
,"（站起身。）","(일어나)"
,"（艰苦的回忆涌上来了……）","(힘든 추억이 솟아오르네…)"
,"（要不要告诉梅尔那是蕾拉在捉弄她呢……）","(멜라 장난치고 있다고 말할까...)"
,"（说一个假名）","(가명 하나 말해요)"
,"（说些安慰妮欧的话）","(니오를 위로하는 말)"
,"（配合）","(매칭)"
,"（鼓掌）","(박수)"
,"(不去回答)","(대답을 안 해)"
,"1+1","1+1"
,"16号调查报告？","16일 조서?"
,"2+1","2+1"
,"2+2","2+2"
,"2+3","2+3"
,"3+1","3+1"
,"3+2","3+2"
,"3+3","3+3"
,"4+1","4+1"
,"4+2","4+2"
,"4+3","4+3"
,"5+1","5+1"
,"5+2","5+2"
,"5+3","5+3"
,"6+1","6+1"
,"6+2","6+2"
,"6+3","6+3"
,"7+1","7+1"
,"7+2","7+2"
,"7+3","7+3"
,"8+1","8+1"
,"8+2","8+2"
,"8+3","8+3"
,"R.E.M是什么？","R.E.M이 뭐예요?"
